district_ks,year,month,day,desc_party,count
KS0004,2016,8,2,Democratic,20663
KS0004,2016,8,2,Libertarian,183
KS0004,2016,8,2,Republican,3538
KS0004,2016,8,2,Unaffiliated,9603
KS0005,2016,8,2,Democratic,13272
KS0005,2016,8,2,Libertarian,346
KS0005,2016,8,2,Republican,13999
KS0005,2016,8,2,Unaffiliated,14686
KS0006,2016,8,2,Democratic,13919
KS0006,2016,8,2,Libertarian,269
KS0006,2016,8,2,Republican,6285
KS0006,2016,8,2,Unaffiliated,10893
KS0007,2016,8,2,Democratic,15994
KS0007,2016,8,2,Libertarian,503
KS0007,2016,8,2,Republican,23360
KS0007,2016,8,2,Unaffiliated,16465
KS0008,2016,8,2,Democratic,12532
KS0008,2016,8,2,Libertarian,505
KS0008,2016,8,2,Republican,23449
KS0008,2016,8,2,Unaffiliated,15655
KS0009,2016,8,2,Democratic,10640
KS0009,2016,8,2,Libertarian,526
KS0009,2016,8,2,Republican,21532
KS0009,2016,8,2,Unaffiliated,14562
KS0010,2016,8,2,Democratic,12937
KS0010,2016,8,2,Libertarian,424
KS0010,2016,8,2,Republican,20868
KS0010,2016,8,2,Unaffiliated,15527
KS0011,2016,8,2,Democratic,10774
KS0011,2016,8,2,Libertarian,399
KS0011,2016,8,2,Republican,28993
KS0011,2016,8,2,Unaffiliated,14513
KS0012,2016,8,2,Democratic,9697
KS0012,2016,8,2,Libertarian,361
KS0012,2016,8,2,Republican,22246
KS0012,2016,8,2,Unaffiliated,14185
KS0013,2016,8,2,Democratic,15109
KS0013,2016,8,2,Libertarian,354
KS0013,2016,8,2,Republican,17339
KS0013,2016,8,2,Unaffiliated,17533
KS0014,2016,8,2,Democratic,7532
KS0014,2016,8,2,Libertarian,283
KS0014,2016,8,2,Republican,23884
KS0014,2016,8,2,Unaffiliated,11850
KS0015,2016,8,2,Democratic,10305
KS0015,2016,8,2,Libertarian,365
KS0015,2016,8,2,Republican,20203
KS0015,2016,8,2,Unaffiliated,14231
KS0016,2016,8,2,Democratic,8038
KS0016,2016,8,2,Libertarian,327
KS0016,2016,8,2,Republican,23715
KS0016,2016,8,2,Unaffiliated,15463
KS0017,2016,8,2,Democratic,9511
KS0017,2016,8,2,Libertarian,290
KS0017,2016,8,2,Republican,15183
KS0017,2016,8,2,Unaffiliated,12738
KS0018,2016,8,2,Democratic,12125
KS0018,2016,8,2,Libertarian,317
KS0018,2016,8,2,Republican,16681
KS0018,2016,8,2,Unaffiliated,12509
KS0019,2016,8,2,Democratic,13683
KS0019,2016,8,2,Libertarian,324
KS0019,2016,8,2,Republican,15054
KS0019,2016,8,2,Unaffiliated,13098
KS0020,2016,8,2,Democratic,12691
KS0020,2016,8,2,Libertarian,344
KS0020,2016,8,2,Republican,20868
KS0020,2016,8,2,Unaffiliated,13116
KS0021,2016,8,2,Democratic,13337
KS0021,2016,8,2,Libertarian,541
KS0021,2016,8,2,Republican,21172
KS0021,2016,8,2,Unaffiliated,15603
KS0022,2016,8,2,Democratic,8738
KS0022,2016,8,2,Libertarian,393
KS0022,2016,8,2,Republican,18459
KS0022,2016,8,2,Unaffiliated,12101
KS0023,2016,8,2,Democratic,10333
KS0023,2016,8,2,Libertarian,481
KS0023,2016,8,2,Republican,20432
KS0023,2016,8,2,Unaffiliated,14070
KS0024,2016,8,2,Democratic,8031
KS0024,2016,8,2,Libertarian,395
KS0024,2016,8,2,Republican,21120
KS0024,2016,8,2,Unaffiliated,14531
KS0025,2016,8,2,Democratic,10229
KS0025,2016,8,2,Libertarian,346
KS0025,2016,8,2,Republican,10513
KS0025,2016,8,2,Unaffiliated,14138
KS0026,2016,8,2,Democratic,7802
KS0026,2016,8,2,Libertarian,326
KS0026,2016,8,2,Republican,19304
KS0026,2016,8,2,Unaffiliated,15729
KS0027,2016,8,2,Democratic,8413
KS0027,2016,8,2,Libertarian,302
KS0027,2016,8,2,Republican,23603
KS0027,2016,8,2,Unaffiliated,15082
KS0028,2016,8,2,Democratic,8863
KS0028,2016,8,2,Libertarian,275
KS0028,2016,8,2,Republican,10406
KS0028,2016,8,2,Unaffiliated,14252
KS0029,2016,8,2,Democratic,14587
KS0029,2016,8,2,Libertarian,269
KS0029,2016,8,2,Republican,6789
KS0029,2016,8,2,Unaffiliated,12004
KS0030,2016,8,2,Democratic,10920
KS0030,2016,8,2,Libertarian,347
KS0030,2016,8,2,Republican,18546
KS0030,2016,8,2,Unaffiliated,14329
KS0031,2016,8,2,Democratic,8843
KS0031,2016,8,2,Libertarian,327
KS0031,2016,8,2,Republican,22067
KS0031,2016,8,2,Unaffiliated,14100
KS0032,2016,8,2,Democratic,9225
KS0032,2016,8,2,Libertarian,286
KS0032,2016,8,2,Republican,21046
KS0032,2016,8,2,Unaffiliated,12030
KS0033,2016,8,2,Democratic,6881
KS0033,2016,8,2,Libertarian,238
KS0033,2016,8,2,Republican,26546
KS0033,2016,8,2,Unaffiliated,9905
KS0034,2016,8,2,Democratic,9757
KS0034,2016,8,2,Libertarian,328
KS0034,2016,8,2,Republican,21008
KS0034,2016,8,2,Unaffiliated,13445
KS0035,2016,8,2,Democratic,7068
KS0035,2016,8,2,Libertarian,300
KS0035,2016,8,2,Republican,24506
KS0035,2016,8,2,Unaffiliated,10403
KS0036,2016,8,2,Democratic,6527
KS0036,2016,8,2,Libertarian,211
KS0036,2016,8,2,Republican,29538
KS0036,2016,8,2,Unaffiliated,9448
KS0037,2016,8,2,Democratic,9419
KS0037,2016,8,2,Libertarian,437
KS0037,2016,8,2,Republican,25765
KS0037,2016,8,2,Unaffiliated,15517
KS0038,2016,8,2,Democratic,6696
KS0038,2016,8,2,Libertarian,278
KS0038,2016,8,2,Republican,16166
KS0038,2016,8,2,Unaffiliated,10396
KS0039,2016,8,2,Democratic,5905
KS0039,2016,8,2,Libertarian,228
KS0039,2016,8,2,Republican,19680
KS0039,2016,8,2,Unaffiliated,10062
KS0040,2016,8,2,Democratic,8243
KS0040,2016,8,2,Libertarian,323
KS0040,2016,8,2,Republican,28006
KS0040,2016,8,2,Unaffiliated,10888
district_ks,2016,8,2,desc_party,105
,2016,10,6,Democratic,103
,2016,10,6,Libertarian,9
,2016,10,6,Republican,160
,2016,10,6,Unaffiliated,253
KS0001,2016,10,6,Democratic,10038
KS0001,2016,10,6,Libertarian,244
KS0001,2016,10,6,Republican,23578
KS0001,2016,10,6,Unaffiliated,12616
KS0002,2016,10,6,Democratic,21482
KS0002,2016,10,6,Libertarian,586
KS0002,2016,10,6,Republican,17037
KS0002,2016,10,6,Unaffiliated,19529
KS0003,2016,10,6,Democratic,15434
KS0003,2016,10,6,Libertarian,510
KS0003,2016,10,6,Republican,18232
KS0003,2016,10,6,Unaffiliated,17921
KS0004,2016,10,6,Democratic,21259
KS0004,2016,10,6,Libertarian,198
KS0004,2016,10,6,Republican,3687
KS0004,2016,10,6,Unaffiliated,9443
KS0005,2016,10,6,Democratic,13795
KS0005,2016,10,6,Libertarian,364
KS0005,2016,10,6,Republican,14425
KS0005,2016,10,6,Unaffiliated,14710
KS0006,2016,10,6,Democratic,14376
KS0006,2016,10,6,Libertarian,282
KS0006,2016,10,6,Republican,6513
KS0006,2016,10,6,Unaffiliated,10747
KS0007,2016,10,6,Democratic,16757
KS0007,2016,10,6,Libertarian,523
KS0007,2016,10,6,Republican,23876
KS0007,2016,10,6,Unaffiliated,16070
KS0008,2016,10,6,Democratic,13149
KS0008,2016,10,6,Libertarian,535
KS0008,2016,10,6,Republican,24018
KS0008,2016,10,6,Unaffiliated,15408
KS0009,2016,10,6,Democratic,11107
KS0009,2016,10,6,Libertarian,541
KS0009,2016,10,6,Republican,22212
KS0009,2016,10,6,Unaffiliated,14200
KS0010,2016,10,6,Democratic,13406
KS0010,2016,10,6,Libertarian,470
KS0010,2016,10,6,Republican,21499
KS0010,2016,10,6,Unaffiliated,15117
KS0011,2016,10,6,Democratic,11251
KS0011,2016,10,6,Libertarian,420
KS0011,2016,10,6,Republican,29882
KS0011,2016,10,6,Unaffiliated,14028
KS0012,2016,10,6,Democratic,9803
KS0012,2016,10,6,Libertarian,384
KS0012,2016,10,6,Republican,22780
KS0012,2016,10,6,Unaffiliated,13902
KS0013,2016,10,6,Democratic,15258
KS0013,2016,10,6,Libertarian,372
KS0013,2016,10,6,Republican,17818
KS0013,2016,10,6,Unaffiliated,17387
KS0014,2016,10,6,Democratic,7672
KS0014,2016,10,6,Libertarian,285
KS0014,2016,10,6,Republican,24858
KS0014,2016,10,6,Unaffiliated,11115
KS0015,2016,10,6,Democratic,10374
KS0015,2016,10,6,Libertarian,375
KS0015,2016,10,6,Republican,20778
KS0015,2016,10,6,Unaffiliated,13914
KS0016,2016,10,6,Democratic,8285
KS0016,2016,10,6,Libertarian,352
KS0016,2016,10,6,Republican,24475
KS0016,2016,10,6,Unaffiliated,15293
KS0017,2016,10,6,Democratic,9748
KS0017,2016,10,6,Libertarian,309
KS0017,2016,10,6,Republican,15687
KS0017,2016,10,6,Unaffiliated,12653
KS0018,2016,10,6,Democratic,12460
KS0018,2016,10,6,Libertarian,331
KS0018,2016,10,6,Republican,17285
KS0018,2016,10,6,Unaffiliated,11984
KS0019,2016,10,6,Democratic,13952
KS0019,2016,10,6,Libertarian,332
KS0019,2016,10,6,Republican,15546
KS0019,2016,10,6,Unaffiliated,12653
KS0020,2016,10,6,Democratic,13121
KS0020,2016,10,6,Libertarian,367
KS0020,2016,10,6,Republican,21509
KS0020,2016,10,6,Unaffiliated,12441
KS0021,2016,10,6,Democratic,13987
KS0021,2016,10,6,Libertarian,595
KS0021,2016,10,6,Republican,21787
KS0021,2016,10,6,Unaffiliated,15166
KS0022,2016,10,6,Democratic,9151
KS0022,2016,10,6,Libertarian,426
KS0022,2016,10,6,Republican,19163
KS0022,2016,10,6,Unaffiliated,12249
KS0023,2016,10,6,Democratic,10667
KS0023,2016,10,6,Libertarian,512
KS0023,2016,10,6,Republican,20887
KS0023,2016,10,6,Unaffiliated,13997
KS0024,2016,10,6,Democratic,8236
KS0024,2016,10,6,Libertarian,417
KS0024,2016,10,6,Republican,21800
KS0024,2016,10,6,Unaffiliated,14168
KS0025,2016,10,6,Democratic,10440
KS0025,2016,10,6,Libertarian,367
KS0025,2016,10,6,Republican,10736
KS0025,2016,10,6,Unaffiliated,14026
KS0026,2016,10,6,Democratic,8028
KS0026,2016,10,6,Libertarian,345
KS0026,2016,10,6,Republican,19892
KS0026,2016,10,6,Unaffiliated,15489
KS0027,2016,10,6,Democratic,8684
KS0027,2016,10,6,Libertarian,329
KS0027,2016,10,6,Republican,24267
KS0027,2016,10,6,Unaffiliated,14802
KS0028,2016,10,6,Democratic,9045
KS0028,2016,10,6,Libertarian,295
KS0028,2016,10,6,Republican,10673
KS0028,2016,10,6,Unaffiliated,14167
KS0029,2016,10,6,Democratic,14872
KS0029,2016,10,6,Libertarian,276
KS0029,2016,10,6,Republican,6936
KS0029,2016,10,6,Unaffiliated,12027
KS0030,2016,10,6,Democratic,11164
KS0030,2016,10,6,Libertarian,375
KS0030,2016,10,6,Republican,18885
KS0030,2016,10,6,Unaffiliated,14329
KS0031,2016,10,6,Democratic,9022
KS0031,2016,10,6,Libertarian,350
KS0031,2016,10,6,Republican,22764
KS0031,2016,10,6,Unaffiliated,13839
KS0032,2016,10,6,Democratic,9292
KS0032,2016,10,6,Libertarian,297
KS0032,2016,10,6,Republican,21694
KS0032,2016,10,6,Unaffiliated,11570
KS0033,2016,10,6,Democratic,6937
KS0033,2016,10,6,Libertarian,247
KS0033,2016,10,6,Republican,27289
KS0033,2016,10,6,Unaffiliated,9387
KS0034,2016,10,6,Democratic,9939
KS0034,2016,10,6,Libertarian,339
KS0034,2016,10,6,Republican,21976
KS0034,2016,10,6,Unaffiliated,12671
KS0035,2016,10,6,Democratic,7189
KS0035,2016,10,6,Libertarian,301
KS0035,2016,10,6,Republican,25391
KS0035,2016,10,6,Unaffiliated,9857
KS0036,2016,10,6,Democratic,6556
KS0036,2016,10,6,Libertarian,219
KS0036,2016,10,6,Republican,30230
KS0036,2016,10,6,Unaffiliated,8918
KS0037,2016,10,6,Democratic,9724
KS0037,2016,10,6,Libertarian,457
KS0037,2016,10,6,Republican,26437
KS0037,2016,10,6,Unaffiliated,15393
KS0038,2016,10,6,Democratic,6811
KS0038,2016,10,6,Libertarian,292
KS0038,2016,10,6,Republican,16572
KS0038,2016,10,6,Unaffiliated,10189
KS0039,2016,10,6,Democratic,6049
KS0039,2016,10,6,Libertarian,232
KS0039,2016,10,6,Republican,20291
KS0039,2016,10,6,Unaffiliated,9744
KS0040,2016,10,6,Democratic,8242
KS0040,2016,10,6,Libertarian,328
KS0040,2016,10,6,Republican,28800
KS0040,2016,10,6,Unaffiliated,10500
district_ks,2016,10,6,desc_party,105
,2017,1,12,Democratic,11
,2017,1,12,Libertarian,4
,2017,1,12,Republican,30
,2017,1,12,Unaffiliated,38
KS0001,2017,1,12,Democratic,9960
KS0001,2017,1,12,Libertarian,269
KS0001,2017,1,12,Republican,23802
KS0001,2017,1,12,Unaffiliated,12926
KS0002,2017,1,12,Democratic,21833
KS0002,2017,1,12,Libertarian,638
KS0002,2017,1,12,Republican,17185
KS0002,2017,1,12,Unaffiliated,20256
KS0003,2017,1,12,Democratic,15547
KS0003,2017,1,12,Libertarian,546
KS0003,2017,1,12,Republican,18459
KS0003,2017,1,12,Unaffiliated,18496
KS0004,2017,1,12,Democratic,20433
KS0004,2017,1,12,Libertarian,209
KS0004,2017,1,12,Republican,3620
KS0004,2017,1,12,Unaffiliated,9442
KS0005,2017,1,12,Democratic,13806
KS0005,2017,1,12,Libertarian,401
KS0005,2017,1,12,Republican,14623
KS0005,2017,1,12,Unaffiliated,15183
KS0006,2017,1,12,Democratic,14003
KS0006,2017,1,12,Libertarian,292
KS0006,2017,1,12,Republican,6458
KS0006,2017,1,12,Unaffiliated,10744
KS0007,2017,1,12,Democratic,16167
KS0007,2017,1,12,Libertarian,508
KS0007,2017,1,12,Republican,22981
KS0007,2017,1,12,Unaffiliated,15496
KS0008,2017,1,12,Democratic,12604
KS0008,2017,1,12,Libertarian,527
KS0008,2017,1,12,Republican,23094
KS0008,2017,1,12,Unaffiliated,14897
KS0009,2017,1,12,Democratic,10671
KS0009,2017,1,12,Libertarian,516
KS0009,2017,1,12,Republican,21619
KS0009,2017,1,12,Unaffiliated,13908
KS0010,2017,1,12,Democratic,12993
KS0010,2017,1,12,Libertarian,462
KS0010,2017,1,12,Republican,21002
KS0010,2017,1,12,Unaffiliated,14848
KS0011,2017,1,12,Democratic,10941
KS0011,2017,1,12,Libertarian,424
KS0011,2017,1,12,Republican,28754
KS0011,2017,1,12,Unaffiliated,13763
KS0012,2017,1,12,Democratic,9679
KS0012,2017,1,12,Libertarian,418
KS0012,2017,1,12,Republican,22937
KS0012,2017,1,12,Unaffiliated,14245
KS0013,2017,1,12,Democratic,15117
KS0013,2017,1,12,Libertarian,407
KS0013,2017,1,12,Republican,18052
KS0013,2017,1,12,Unaffiliated,17617
KS0014,2017,1,12,Democratic,7420
KS0014,2017,1,12,Libertarian,316
KS0014,2017,1,12,Republican,24869
KS0014,2017,1,12,Unaffiliated,10965
KS0015,2017,1,12,Democratic,10132
KS0015,2017,1,12,Libertarian,393
KS0015,2017,1,12,Republican,20941
KS0015,2017,1,12,Unaffiliated,14070
KS0016,2017,1,12,Democratic,8256
KS0016,2017,1,12,Libertarian,400
KS0016,2017,1,12,Republican,24496
KS0016,2017,1,12,Unaffiliated,15475
KS0017,2017,1,12,Democratic,9886
KS0017,2017,1,12,Libertarian,340
KS0017,2017,1,12,Republican,15939
KS0017,2017,1,12,Unaffiliated,13077
KS0018,2017,1,12,Democratic,12478
KS0018,2017,1,12,Libertarian,362
KS0018,2017,1,12,Republican,17475
KS0018,2017,1,12,Unaffiliated,12447
KS0019,2017,1,12,Democratic,13966
KS0019,2017,1,12,Libertarian,367
KS0019,2017,1,12,Republican,15643
KS0019,2017,1,12,Unaffiliated,13033
KS0020,2017,1,12,Democratic,13191
KS0020,2017,1,12,Libertarian,402
KS0020,2017,1,12,Republican,21585
KS0020,2017,1,12,Unaffiliated,13069
KS0021,2017,1,12,Democratic,13415
KS0021,2017,1,12,Libertarian,566
KS0021,2017,1,12,Republican,21080
KS0021,2017,1,12,Unaffiliated,14679
KS0022,2017,1,12,Democratic,8981
KS0022,2017,1,12,Libertarian,460
KS0022,2017,1,12,Republican,18990
KS0022,2017,1,12,Unaffiliated,12213
KS0023,2017,1,12,Democratic,10338
KS0023,2017,1,12,Libertarian,521
KS0023,2017,1,12,Republican,20161
KS0023,2017,1,12,Unaffiliated,13617
KS0024,2017,1,12,Democratic,8173
KS0024,2017,1,12,Libertarian,448
KS0024,2017,1,12,Republican,21955
KS0024,2017,1,12,Unaffiliated,14547
KS0025,2017,1,12,Democratic,10480
KS0025,2017,1,12,Libertarian,393
KS0025,2017,1,12,Republican,10747
KS0025,2017,1,12,Unaffiliated,14457
KS0026,2017,1,12,Democratic,7959
KS0026,2017,1,12,Libertarian,374
KS0026,2017,1,12,Republican,20082
KS0026,2017,1,12,Unaffiliated,16040
KS0027,2017,1,12,Democratic,8710
KS0027,2017,1,12,Libertarian,357
KS0027,2017,1,12,Republican,24471
KS0027,2017,1,12,Unaffiliated,15324
KS0028,2017,1,12,Democratic,9012
KS0028,2017,1,12,Libertarian,324
KS0028,2017,1,12,Republican,10743
KS0028,2017,1,12,Unaffiliated,14633
KS0029,2017,1,12,Democratic,14860
KS0029,2017,1,12,Libertarian,288
KS0029,2017,1,12,Republican,6954
KS0029,2017,1,12,Unaffiliated,12526
KS0030,2017,1,12,Democratic,11268
KS0030,2017,1,12,Libertarian,401
KS0030,2017,1,12,Republican,18930
KS0030,2017,1,12,Unaffiliated,14868
KS0031,2017,1,12,Democratic,9030
KS0031,2017,1,12,Libertarian,391
KS0031,2017,1,12,Republican,23000
KS0031,2017,1,12,Unaffiliated,14415
KS0032,2017,1,12,Democratic,9019
KS0032,2017,1,12,Libertarian,321
KS0032,2017,1,12,Republican,21646
KS0032,2017,1,12,Unaffiliated,11331
KS0033,2017,1,12,Democratic,6795
KS0033,2017,1,12,Libertarian,260
KS0033,2017,1,12,Republican,27224
KS0033,2017,1,12,Unaffiliated,9242
KS0034,2017,1,12,Democratic,9847
KS0034,2017,1,12,Libertarian,369
KS0034,2017,1,12,Republican,22103
KS0034,2017,1,12,Unaffiliated,12889
KS0035,2017,1,12,Democratic,7120
KS0035,2017,1,12,Libertarian,322
KS0035,2017,1,12,Republican,25565
KS0035,2017,1,12,Unaffiliated,10223
KS0036,2017,1,12,Democratic,6497
KS0036,2017,1,12,Libertarian,246
KS0036,2017,1,12,Republican,30241
KS0036,2017,1,12,Unaffiliated,9028
KS0037,2017,1,12,Democratic,9523
KS0037,2017,1,12,Libertarian,484
KS0037,2017,1,12,Republican,26184
KS0037,2017,1,12,Unaffiliated,15441
KS0038,2017,1,12,Democratic,6735
KS0038,2017,1,12,Libertarian,311
KS0038,2017,1,12,Republican,16429
KS0038,2017,1,12,Unaffiliated,10019
KS0039,2017,1,12,Democratic,6218
KS0039,2017,1,12,Libertarian,257
KS0039,2017,1,12,Republican,20447
KS0039,2017,1,12,Unaffiliated,10167
KS0040,2017,1,12,Democratic,8016
KS0040,2017,1,12,Libertarian,322
KS0040,2017,1,12,Republican,28825
KS0040,2017,1,12,Unaffiliated,10310
district_ks,2017,1,12,desc_party,105
,2017,2,17,Democratic,19
,2017,2,17,Libertarian,5
,2017,2,17,Republican,41
,2017,2,17,Unaffiliated,57
KS0001,2017,2,17,Democratic,9941
KS0001,2017,2,17,Libertarian,271
KS0001,2017,2,17,Republican,23808
KS0001,2017,2,17,Unaffiliated,13010
KS0002,2017,2,17,Democratic,21898
KS0002,2017,2,17,Libertarian,645
KS0002,2017,2,17,Republican,17186
KS0002,2017,2,17,Unaffiliated,20399
KS0003,2017,2,17,Democratic,15474
KS0003,2017,2,17,Libertarian,549
KS0003,2017,2,17,Republican,18360
KS0003,2017,2,17,Unaffiliated,18451
KS0004,2017,2,17,Democratic,20422
KS0004,2017,2,17,Libertarian,207
KS0004,2017,2,17,Republican,3628
KS0004,2017,2,17,Unaffiliated,9531
KS0005,2017,2,17,Democratic,13507
KS0005,2017,2,17,Libertarian,396
KS0005,2017,2,17,Republican,14429
KS0005,2017,2,17,Unaffiliated,14896
KS0006,2017,2,17,Democratic,14017
KS0006,2017,2,17,Libertarian,298
KS0006,2017,2,17,Republican,6474
KS0006,2017,2,17,Unaffiliated,10812
KS0007,2017,2,17,Democratic,16196
KS0007,2017,2,17,Libertarian,511
KS0007,2017,2,17,Republican,23033
KS0007,2017,2,17,Unaffiliated,15645
KS0008,2017,2,17,Democratic,12665
KS0008,2017,2,17,Libertarian,532
KS0008,2017,2,17,Republican,23149
KS0008,2017,2,17,Unaffiliated,14995
KS0009,2017,2,17,Democratic,10713
KS0009,2017,2,17,Libertarian,529
KS0009,2017,2,17,Republican,21695
KS0009,2017,2,17,Unaffiliated,13994
KS0010,2017,2,17,Democratic,13037
KS0010,2017,2,17,Libertarian,468
KS0010,2017,2,17,Republican,21057
KS0010,2017,2,17,Unaffiliated,14979
KS0011,2017,2,17,Democratic,10980
KS0011,2017,2,17,Libertarian,426
KS0011,2017,2,17,Republican,28745
KS0011,2017,2,17,Unaffiliated,13869
KS0012,2017,2,17,Democratic,9697
KS0012,2017,2,17,Libertarian,423
KS0012,2017,2,17,Republican,23052
KS0012,2017,2,17,Unaffiliated,14338
KS0013,2017,2,17,Democratic,14823
KS0013,2017,2,17,Libertarian,398
KS0013,2017,2,17,Republican,17828
KS0013,2017,2,17,Unaffiliated,17257
KS0014,2017,2,17,Democratic,7398
KS0014,2017,2,17,Libertarian,319
KS0014,2017,2,17,Republican,24860
KS0014,2017,2,17,Unaffiliated,11058
KS0015,2017,2,17,Democratic,9634
KS0015,2017,2,17,Libertarian,355
KS0015,2017,2,17,Republican,20324
KS0015,2017,2,17,Unaffiliated,13025
KS0016,2017,2,17,Democratic,8289
KS0016,2017,2,17,Libertarian,403
KS0016,2017,2,17,Republican,24521
KS0016,2017,2,17,Unaffiliated,15607
KS0017,2017,2,17,Democratic,9923
KS0017,2017,2,17,Libertarian,349
KS0017,2017,2,17,Republican,15985
KS0017,2017,2,17,Unaffiliated,13244
KS0018,2017,2,17,Democratic,12456
KS0018,2017,2,17,Libertarian,362
KS0018,2017,2,17,Republican,17462
KS0018,2017,2,17,Unaffiliated,12479
KS0019,2017,2,17,Democratic,13951
KS0019,2017,2,17,Libertarian,369
KS0019,2017,2,17,Republican,15649
KS0019,2017,2,17,Unaffiliated,13096
KS0020,2017,2,17,Democratic,13167
KS0020,2017,2,17,Libertarian,407
KS0020,2017,2,17,Republican,21559
KS0020,2017,2,17,Unaffiliated,13095
KS0021,2017,2,17,Democratic,13463
KS0021,2017,2,17,Libertarian,580
KS0021,2017,2,17,Republican,21136
KS0021,2017,2,17,Unaffiliated,14779
KS0022,2017,2,17,Democratic,8988
KS0022,2017,2,17,Libertarian,463
KS0022,2017,2,17,Republican,19028
KS0022,2017,2,17,Unaffiliated,12304
KS0023,2017,2,17,Democratic,10361
KS0023,2017,2,17,Libertarian,525
KS0023,2017,2,17,Republican,20203
KS0023,2017,2,17,Unaffiliated,13715
KS0024,2017,2,17,Democratic,8179
KS0024,2017,2,17,Libertarian,449
KS0024,2017,2,17,Republican,21950
KS0024,2017,2,17,Unaffiliated,14559
KS0025,2017,2,17,Democratic,10421
KS0025,2017,2,17,Libertarian,394
KS0025,2017,2,17,Republican,10737
KS0025,2017,2,17,Unaffiliated,14516
KS0026,2017,2,17,Democratic,7916
KS0026,2017,2,17,Libertarian,375
KS0026,2017,2,17,Republican,20076
KS0026,2017,2,17,Unaffiliated,16106
KS0027,2017,2,17,Democratic,8724
KS0027,2017,2,17,Libertarian,358
KS0027,2017,2,17,Republican,24444
KS0027,2017,2,17,Unaffiliated,15435
KS0028,2017,2,17,Democratic,9016
KS0028,2017,2,17,Libertarian,326
KS0028,2017,2,17,Republican,10714
KS0028,2017,2,17,Unaffiliated,14666
KS0029,2017,2,17,Democratic,14858
KS0029,2017,2,17,Libertarian,292
KS0029,2017,2,17,Republican,6966
KS0029,2017,2,17,Unaffiliated,12590
KS0030,2017,2,17,Democratic,11283
KS0030,2017,2,17,Libertarian,404
KS0030,2017,2,17,Republican,18873
KS0030,2017,2,17,Unaffiliated,14881
KS0031,2017,2,17,Democratic,8856
KS0031,2017,2,17,Libertarian,383
KS0031,2017,2,17,Republican,22730
KS0031,2017,2,17,Unaffiliated,14065
KS0032,2017,2,17,Democratic,8998
KS0032,2017,2,17,Libertarian,325
KS0032,2017,2,17,Republican,21667
KS0032,2017,2,17,Unaffiliated,11371
KS0033,2017,2,17,Democratic,6779
KS0033,2017,2,17,Libertarian,258
KS0033,2017,2,17,Republican,27210
KS0033,2017,2,17,Unaffiliated,9270
KS0034,2017,2,17,Democratic,9845
KS0034,2017,2,17,Libertarian,372
KS0034,2017,2,17,Republican,22088
KS0034,2017,2,17,Unaffiliated,12951
KS0035,2017,2,17,Democratic,7117
KS0035,2017,2,17,Libertarian,322
KS0035,2017,2,17,Republican,25585
KS0035,2017,2,17,Unaffiliated,10294
KS0036,2017,2,17,Democratic,6461
KS0036,2017,2,17,Libertarian,246
KS0036,2017,2,17,Republican,30183
KS0036,2017,2,17,Unaffiliated,9045
KS0037,2017,2,17,Democratic,9559
KS0037,2017,2,17,Libertarian,497
KS0037,2017,2,17,Republican,26295
KS0037,2017,2,17,Unaffiliated,15556
KS0038,2017,2,17,Democratic,6741
KS0038,2017,2,17,Libertarian,315
KS0038,2017,2,17,Republican,16457
KS0038,2017,2,17,Unaffiliated,10068
KS0039,2017,2,17,Democratic,6221
KS0039,2017,2,17,Libertarian,261
KS0039,2017,2,17,Republican,20442
KS0039,2017,2,17,Unaffiliated,10214
KS0040,2017,2,17,Democratic,7778
KS0040,2017,2,17,Libertarian,306
KS0040,2017,2,17,Republican,28536
KS0040,2017,2,17,Unaffiliated,9934
district_ks,2017,2,17,desc_party,105
,2017,3,7,Democratic,22
,2017,3,7,Libertarian,5
,2017,3,7,Republican,39
,2017,3,7,Unaffiliated,61
KS0001,2017,3,7,Democratic,9933
KS0001,2017,3,7,Libertarian,270
KS0001,2017,3,7,Republican,23802
KS0001,2017,3,7,Unaffiliated,13048
KS0002,2017,3,7,Democratic,21902
KS0002,2017,3,7,Libertarian,644
KS0002,2017,3,7,Republican,17182
KS0002,2017,3,7,Unaffiliated,20418
KS0003,2017,3,7,Democratic,15439
KS0003,2017,3,7,Libertarian,549
KS0003,2017,3,7,Republican,18301
KS0003,2017,3,7,Unaffiliated,18377
KS0004,2017,3,7,Democratic,20403
KS0004,2017,3,7,Libertarian,207
KS0004,2017,3,7,Republican,3632
KS0004,2017,3,7,Unaffiliated,9585
KS0005,2017,3,7,Democratic,13415
KS0005,2017,3,7,Libertarian,394
KS0005,2017,3,7,Republican,14349
KS0005,2017,3,7,Unaffiliated,14789
KS0006,2017,3,7,Democratic,14013
KS0006,2017,3,7,Libertarian,300
KS0006,2017,3,7,Republican,6479
KS0006,2017,3,7,Unaffiliated,10848
KS0007,2017,3,7,Democratic,16201
KS0007,2017,3,7,Libertarian,511
KS0007,2017,3,7,Republican,22989
KS0007,2017,3,7,Unaffiliated,15636
KS0008,2017,3,7,Democratic,12681
KS0008,2017,3,7,Libertarian,527
KS0008,2017,3,7,Republican,23111
KS0008,2017,3,7,Unaffiliated,15007
KS0009,2017,3,7,Democratic,10727
KS0009,2017,3,7,Libertarian,531
KS0009,2017,3,7,Republican,21716
KS0009,2017,3,7,Unaffiliated,14034
KS0010,2017,3,7,Democratic,13038
KS0010,2017,3,7,Libertarian,470
