desc_party,district_kr,date,count
Unaffiliated,70,2015-09-04,3747
Democratic,70,2015-09-04,2127
Republican,70,2015-09-04,8587
Republican,70,2015-11-05,8542
Democratic,70,2015-11-05,2116
Libertarian,70,2015-11-05,101
Unaffiliated,70,2015-11-05,3709
Unaffiliated,70,2015-11-19,3707
Democratic,70,2015-11-19,2116
Libertarian,70,2015-11-19,100
Republican,70,2015-11-19,8537
Republican,70,2016-02-03,8509
Libertarian,70,2016-02-03,99
Democratic,70,2016-02-03,2096
Unaffiliated,70,2016-02-03,3716
Libertarian,70,2016-04-21,108
Unaffiliated,70,2016-04-21,3755
Republican,70,2016-04-21,8591
Democratic,70,2016-04-21,2120
Unaffiliated,70,2016-06-02,3691
Libertarian,70,2016-06-02,107
Democratic,70,2016-06-02,2075
Republican,70,2016-06-02,8521
Libertarian,70,2016-08-02,108
Republican,70,2016-08-02,8581
Unaffiliated,70,2016-08-02,3732
Democratic,70,2016-08-02,2074
Unaffiliated,70,2016-10-06,3607
Republican,70,2016-10-06,8791
Libertarian,70,2016-10-06,118
Democratic,70,2016-10-06,2103
Libertarian,70,2017-01-12,128
Unaffiliated,70,2017-01-12,3733
Republican,70,2017-01-12,8857
Democratic,70,2017-01-12,2080
Democratic,70,2017-02-17,2077
Republican,70,2017-02-17,8857
Libertarian,70,2017-02-17,128
Unaffiliated,70,2017-02-17,3750
Unaffiliated,70,2017-03-07,3752
Republican,70,2017-03-07,8855
Libertarian,70,2017-03-07,128
Democratic,70,2017-03-07,2071
Libertarian,70,2017-04-03,128
Unaffiliated,70,2017-04-03,3762
Republican,70,2017-04-03,8841
Democratic,70,2017-04-03,2071
Unaffiliated,70,2017-05-11,3584
Republican,70,2017-05-11,8695
Libertarian,70,2017-05-11,122
Democratic,70,2017-05-11,2012
Libertarian,70,2017-06-06,122
Republican,70,2017-06-06,8675
Democratic,70,2017-06-06,2010
Unaffiliated,70,2017-06-06,3582
Democratic,70,2017-06-23,2002
Libertarian,70,2017-06-23,121
Republican,70,2017-06-23,8646
Unaffiliated,70,2017-06-23,3573
Democratic,70,2017-08-02,1982
Libertarian,70,2017-08-02,119
Unaffiliated,70,2017-08-02,3588
Republican,70,2017-08-02,8664
Libertarian,70,2017-09-01,118
Democratic,70,2017-09-01,1979
Unaffiliated,70,2017-09-01,3593
Republican,70,2017-09-01,8667
Libertarian,70,2017-10-05,115
Democratic,70,2017-10-05,1977
Unaffiliated,70,2017-10-05,3614
Republican,70,2017-10-05,8660
Unaffiliated,70,2017-11-02,3618
Republican,70,2017-11-02,8652
Libertarian,70,2017-11-02,114
Democratic,70,2017-11-02,1979
Libertarian,70,2017-12-14,115
Republican,70,2017-12-14,8650
Democratic,70,2017-12-14,1968
Unaffiliated,70,2017-12-14,3664
Libertarian,71,2014-12-22,133
Democratic,71,2014-12-22,2857
Unaffiliated,71,2014-12-22,4820
Republican,71,2014-12-22,7465
Democratic,71,2015-06-11,2703
Libertarian,71,2015-06-11,125
Unaffiliated,71,2015-06-11,4645
Republican,71,2015-06-11,7174
Democratic,71,2015-09-04,2692
Republican,71,2015-09-04,7170
Libertarian,71,2015-09-04,125
Unaffiliated,71,2015-09-04,4692
Republican,71,2015-11-05,7174
Democratic,71,2015-11-05,2695
Unaffiliated,71,2015-11-05,4757
Libertarian,71,2015-11-05,127
Unaffiliated,71,2015-11-19,4764
Libertarian,71,2015-11-19,127
Republican,71,2015-11-19,7170
Democratic,71,2015-11-19,2694
Democratic,71,2016-02-03,2683
Unaffiliated,71,2016-02-03,4741
Republican,71,2016-02-03,7120
Libertarian,71,2016-02-03,128
Unaffiliated,71,2016-04-21,4728
Democratic,71,2016-04-21,2779
Republican,71,2016-04-21,7140
Libertarian,71,2016-04-21,128
Libertarian,71,2016-06-02,128
Republican,71,2016-06-02,7119
Unaffiliated,71,2016-06-02,4749
Democratic,71,2016-06-02,2765
Libertarian,71,2016-08-02,130
Unaffiliated,71,2016-08-02,4735
Republican,71,2016-08-02,7185
Democratic,71,2016-08-02,2783
Republican,71,2016-10-06,7433
Democratic,71,2016-10-06,2869
Unaffiliated,71,2016-10-06,4616
Libertarian,71,2016-10-06,135
Libertarian,71,2017-01-12,147
Republican,71,2017-01-12,7480
Democratic,71,2017-01-12,2869
Unaffiliated,71,2017-01-12,4775
Democratic,71,2017-02-17,2875
Unaffiliated,71,2017-02-17,4775
Republican,71,2017-02-17,7471
Libertarian,71,2017-02-17,147
Republican,71,2017-03-07,7476
Libertarian,71,2017-03-07,149
Unaffiliated,71,2017-03-07,4787
Democratic,71,2017-03-07,2867
Democratic,71,2017-04-03,2858
Republican,71,2017-04-03,7481
Unaffiliated,71,2017-04-03,4800
Libertarian,71,2017-04-03,151
Democratic,71,2017-05-11,2853
Unaffiliated,71,2017-05-11,4803
Republican,71,2017-05-11,7474
Libertarian,71,2017-05-11,154
Democratic,71,2017-06-06,2847
Republican,71,2017-06-06,7465
Libertarian,71,2017-06-06,156
Unaffiliated,71,2017-06-06,4819
Republican,71,2017-06-23,7458
Unaffiliated,71,2017-06-23,4816
Democratic,71,2017-06-23,2848
Libertarian,71,2017-06-23,156
Libertarian,71,2017-08-02,158
Republican,71,2017-08-02,7448
Democratic,71,2017-08-02,2841
Unaffiliated,71,2017-08-02,4827
Republican,71,2017-09-01,7446
Unaffiliated,71,2017-09-01,4834
Libertarian,71,2017-09-01,157
Democratic,71,2017-09-01,2844
Republican,71,2017-10-05,7441
Unaffiliated,71,2017-10-05,4856
Libertarian,71,2017-10-05,157
Democratic,71,2017-10-05,2834
Democratic,71,2017-11-02,2827
Libertarian,71,2017-11-02,158
Republican,71,2017-11-02,7446
Unaffiliated,71,2017-11-02,4866
Democratic,71,2017-12-14,2832
Unaffiliated,71,2017-12-14,4917
Republican,71,2017-12-14,7438
Libertarian,71,2017-12-14,159
Unaffiliated,72,2014-12-22,4189
Libertarian,72,2014-12-22,77
Democratic,72,2014-12-22,3125
Republican,72,2014-12-22,6859
Republican,72,2015-06-11,6618
Unaffiliated,72,2015-06-11,4043
Democratic,72,2015-06-11,3019
Libertarian,72,2015-06-11,73
Republican,72,2015-09-04,6587
Unaffiliated,72,2015-09-04,4057
Libertarian,72,2015-09-04,71
Democratic,72,2015-09-04,3009
Unaffiliated,72,2015-11-05,4092
Democratic,72,2015-11-05,3020
Republican,72,2015-11-05,6601
Libertarian,72,2015-11-05,73
Libertarian,72,2015-11-19,73
Democratic,72,2015-11-19,3008
Republican,72,2015-11-19,6583
Unaffiliated,72,2015-11-19,4063
Libertarian,72,2016-02-03,73
Democratic,72,2016-02-03,3012
Republican,72,2016-02-03,6591
Unaffiliated,72,2016-02-03,4064
Unaffiliated,72,2016-04-21,4007
Democratic,72,2016-04-21,3221
Republican,72,2016-04-21,6559
Libertarian,72,2016-04-21,70
Libertarian,72,2016-06-02,72
Unaffiliated,72,2016-06-02,4018
Republican,72,2016-06-02,6573
Democratic,72,2016-06-02,3187
Libertarian,72,2016-08-02,74
Unaffiliated,72,2016-08-02,4013
Democratic,72,2016-08-02,3197
Republican,72,2016-08-02,6621
Republican,72,2016-10-06,6836
Democratic,72,2016-10-06,3276
Libertarian,72,2016-10-06,81
Unaffiliated,72,2016-10-06,3866
Democratic,72,2017-01-12,3302
Unaffiliated,72,2017-01-12,4067
Republican,72,2017-01-12,6884
Libertarian,72,2017-01-12,103
Republican,72,2017-02-17,6722
Libertarian,72,2017-02-17,99
Democratic,72,2017-02-17,3191
Unaffiliated,72,2017-02-17,3805
Unaffiliated,72,2017-03-07,3814
Republican,72,2017-03-07,6715
Libertarian,72,2017-03-07,99
Democratic,72,2017-03-07,3185
Unaffiliated,72,2017-04-03,3818
Libertarian,72,2017-04-03,99
Democratic,72,2017-04-03,3176
Republican,72,2017-04-03,6703
Republican,72,2017-05-11,6680
Libertarian,72,2017-05-11,97
Unaffiliated,72,2017-05-11,3838
Democratic,72,2017-05-11,3166
Unaffiliated,72,2017-06-06,3829
Republican,72,2017-06-06,6668
Democratic,72,2017-06-06,3165
Libertarian,72,2017-06-06,98
Democratic,72,2017-06-23,3156
Unaffiliated,72,2017-06-23,3834
Libertarian,72,2017-06-23,98
Republican,72,2017-06-23,6638
Democratic,72,2017-08-02,3179
Libertarian,72,2017-08-02,100
Unaffiliated,72,2017-08-02,3853
Republican,72,2017-08-02,6641
Unaffiliated,72,2017-09-01,3880
Libertarian,72,2017-09-01,99
Republican,72,2017-09-01,6623
Democratic,72,2017-09-01,3175
Libertarian,72,2017-10-05,100
Democratic,72,2017-10-05,3165
Republican,72,2017-10-05,6618
Unaffiliated,72,2017-10-05,3908
Libertarian,72,2017-11-02,100
Republican,72,2017-11-02,6610
Democratic,72,2017-11-02,3160
Unaffiliated,72,2017-11-02,3926
Libertarian,72,2017-12-14,100
Republican,72,2017-12-14,6610
Democratic,72,2017-12-14,3157
Unaffiliated,72,2017-12-14,3949
Unaffiliated,73,2014-12-22,3054
Democratic,73,2014-12-22,1923
Republican,73,2014-12-22,7847
Libertarian,73,2014-12-22,99
Libertarian,73,2015-06-11,102
Democratic,73,2015-06-11,1920
Republican,73,2015-06-11,7837
Unaffiliated,73,2015-06-11,3152
Republican,73,2015-09-04,7713
Unaffiliated,73,2015-09-04,3103
Democratic,73,2015-09-04,1870
Libertarian,73,2015-09-04,100
Unaffiliated,73,2015-11-05,3065
Republican,73,2015-11-05,7675
Democratic,73,2015-11-05,1865
Libertarian,73,2015-11-05,98
Unaffiliated,73,2015-11-19,3075
Libertarian,73,2015-11-19,98
Democratic,73,2015-11-19,1867
Republican,73,2015-11-19,7683
Unaffiliated,73,2016-02-03,3098
Republican,73,2016-02-03,7701
Democratic,73,2016-02-03,1882
Libertarian,73,2016-02-03,98
Republican,73,2016-04-21,7717
Democratic,73,2016-04-21,1970
Unaffiliated,73,2016-04-21,3078
Libertarian,73,2016-04-21,92
Democratic,73,2016-06-02,1948
Libertarian,73,2016-06-02,94
Unaffiliated,73,2016-06-02,3091
Republican,73,2016-06-02,7712
Democratic,73,2016-08-02,1976
Unaffiliated,73,2016-08-02,3124
Libertarian,73,2016-08-02,101
Republican,73,2016-08-02,7805
Libertarian,73,2016-10-06,105
Unaffiliated,73,2016-10-06,3004
Democratic,73,2016-10-06,2046
Republican,73,2016-10-06,8129
Democratic,73,2017-01-12,2033
Unaffiliated,73,2017-01-12,3173
Republican,73,2017-01-12,8196
Libertarian,73,2017-01-12,117
Unaffiliated,73,2017-02-17,3191
Democratic,73,2017-02-17,2032
Republican,73,2017-02-17,8204
Libertarian,73,2017-02-17,117
Democratic,73,2017-03-07,2031
Libertarian,73,2017-03-07,116
Republican,73,2017-03-07,8202
Unaffiliated,73,2017-03-07,3195
Unaffiliated,73,2017-04-03,3218
Democratic,73,2017-04-03,2029
Republican,73,2017-04-03,8208
Libertarian,73,2017-04-03,116
Democratic,73,2017-05-11,1971
Libertarian,73,2017-05-11,110
Republican,73,2017-05-11,8087
Unaffiliated,73,2017-05-11,3146
Democratic,73,2017-06-06,1960
Republican,73,2017-06-06,8072
Libertarian,73,2017-06-06,108
Unaffiliated,73,2017-06-06,3141
Unaffiliated,73,2017-06-23,3156
Democratic,73,2017-06-23,1955
Republican,73,2017-06-23,8068
Libertarian,73,2017-06-23,109
Republican,73,2017-08-02,8065
Unaffiliated,73,2017-08-02,3165
Democratic,73,2017-08-02,1951
Libertarian,73,2017-08-02,107
Unaffiliated,73,2017-09-01,3167
Libertarian,73,2017-09-01,107
Democratic,73,2017-09-01,1949
Republican,73,2017-09-01,8051
Republican,73,2017-10-05,8053
Libertarian,73,2017-10-05,106
Democratic,73,2017-10-05,1940
Unaffiliated,73,2017-10-05,3186
Unaffiliated,73,2017-11-02,3207
Democratic,73,2017-11-02,1941
Libertarian,73,2017-11-02,106
Republican,73,2017-11-02,8058
Republican,73,2017-12-14,8038
Libertarian,73,2017-12-14,107
Unaffiliated,73,2017-12-14,3223
Democratic,73,2017-12-14,1934
Unaffiliated,74,2014-12-22,3645
Libertarian,74,2014-12-22,86
Republican,74,2014-12-22,7943
Democratic,74,2014-12-22,2170
Libertarian,74,2015-06-11,85
Democratic,74,2015-06-11,2105
Republican,74,2015-06-11,7834
Unaffiliated,74,2015-06-11,3626
Democratic,74,2015-09-04,2097
Unaffiliated,74,2015-09-04,3649
Republican,74,2015-09-04,7829
Libertarian,74,2015-09-04,87
Republican,74,2015-11-05,7778
Libertarian,74,2015-11-05,91
Democratic,74,2015-11-05,2087
Unaffiliated,74,2015-11-05,3660
Libertarian,74,2015-11-19,91
Democratic,74,2015-11-19,2082
Unaffiliated,74,2015-11-19,3631
Republican,74,2015-11-19,7764
Republican,74,2016-02-03,7778
Unaffiliated,74,2016-02-03,3666
Libertarian,74,2016-02-03,90
Democratic,74,2016-02-03,2075
Unaffiliated,74,2016-04-21,3674
Democratic,74,2016-04-21,2139
Republican,74,2016-04-21,7799
Libertarian,74,2016-04-21,91
Republican,74,2016-06-02,7758
Unaffiliated,74,2016-06-02,3663
Libertarian,74,2016-06-02,93
Democratic,74,2016-06-02,2109
Unaffiliated,74,2016-08-02,3684
Republican,74,2016-08-02,7798
Libertarian,74,2016-08-02,94
Democratic,74,2016-08-02,2124
Republican,74,2016-10-06,8039
Democratic,74,2016-10-06,2154
Libertarian,74,2016-10-06,94
Unaffiliated,74,2016-10-06,3535
Republican,74,2017-01-12,8108
Democratic,74,2017-01-12,2138
Unaffiliated,74,2017-01-12,3652
Libertarian,74,2017-01-12,108
Republican,74,2017-02-17,8008
Libertarian,74,2017-02-17,103
Unaffiliated,74,2017-02-17,3537
Democratic,74,2017-02-17,2074
Libertarian,74,2017-03-07,103
Unaffiliated,74,2017-03-07,3548
Republican,74,2017-03-07,8013
Democratic,74,2017-03-07,2077
Republican,74,2017-04-03,8001
Unaffiliated,74,2017-04-03,3548
Libertarian,74,2017-04-03,103
Democratic,74,2017-04-03,2077
Democratic,74,2017-05-11,2061
Republican,74,2017-05-11,7979
Unaffiliated,74,2017-05-11,3538
Libertarian,74,2017-05-11,103
Democratic,74,2017-06-06,2050
Libertarian,74,2017-06-06,103
Republican,74,2017-06-06,7954
Unaffiliated,74,2017-06-06,3536
Democratic,74,2017-06-23,2046
Libertarian,74,2017-06-23,104
Unaffiliated,74,2017-06-23,3535
Republican,74,2017-06-23,7944
Libertarian,74,2017-08-02,103
Democratic,74,2017-08-02,2042
Republican,74,2017-08-02,7943
Unaffiliated,74,2017-08-02,3549
Democratic,74,2017-09-01,2040
Unaffiliated,74,2017-09-01,3557
Libertarian,74,2017-09-01,103
Republican,74,2017-09-01,7938
Republican,74,2017-10-05,7937
Libertarian,74,2017-10-05,104
Democratic,74,2017-10-05,2029
Unaffiliated,74,2017-10-05,3580
Libertarian,74,2017-11-02,104
Republican,74,2017-11-02,7947
Democratic,74,2017-11-02,2023
Unaffiliated,74,2017-11-02,3595
Libertarian,74,2017-12-14,107
Democratic,74,2017-12-14,2017
Republican,74,2017-12-14,7931
Unaffiliated,74,2017-12-14,3624
Unaffiliated,75,2014-12-22,3806
Republican,75,2014-12-22,6236
Democratic,75,2014-12-22,2874
Libertarian,75,2014-12-22,73
Democratic,75,2015-06-11,2783
Libertarian,75,2015-06-11,75
Republican,75,2015-06-11,6149
Unaffiliated,75,2015-06-11,3771
Libertarian,75,2015-09-04,76
Democratic,75,2015-09-04,2782
Unaffiliated,75,2015-09-04,3836
Republican,75,2015-09-04,6151
Democratic,75,2015-11-05,2751
Unaffiliated,75,2015-11-05,3794
Republican,75,2015-11-05,6130
Libertarian,75,2015-11-05,78
Republican,75,2015-11-19,6132
Libertarian,75,2015-11-19,78
Democratic,75,2015-11-19,2747
Unaffiliated,75,2015-11-19,3801
Republican,75,2016-02-03,6118
Libertarian,75,2016-02-03,80
Unaffiliated,75,2016-02-03,3801
Democratic,75,2016-02-03,2739
Republican,75,2016-04-21,6167
Libertarian,75,2016-04-21,74
Unaffiliated,75,2016-04-21,3812
Democratic,75,2016-04-21,2827
Republican,75,2016-06-02,6209
Democratic,75,2016-06-02,2828
Unaffiliated,75,2016-06-02,3832
Libertarian,75,2016-06-02,74
Libertarian,75,2016-08-02,77
Democratic,75,2016-08-02,2825
Unaffiliated,75,2016-08-02,3878
Republican,75,2016-08-02,6262
Unaffiliated,75,2016-10-06,3616
Republican,75,2016-10-06,6602
Democratic,75,2016-10-06,2868
Libertarian,75,2016-10-06,84
Libertarian,75,2017-01-12,100
Unaffiliated,75,2017-01-12,3500
Democratic,75,2017-01-12,2732
Republican,75,2017-01-12,6562
Libertarian,75,2017-02-17,100
Democratic,75,2017-02-17,2729
Unaffiliated,75,2017-02-17,3562
Republican,75,2017-02-17,6562
Democratic,75,2017-03-07,2725
Unaffiliated,75,2017-03-07,3574
Libertarian,75,2017-03-07,100
Republican,75,2017-03-07,6569
Republican,75,2017-04-03,6556
Democratic,75,2017-04-03,2711
Unaffiliated,75,2017-04-03,3579
Libertarian,75,2017-04-03,99
Democratic,75,2017-05-11,2690
Unaffiliated,75,2017-05-11,3583
Republican,75,2017-05-11,6549
Libertarian,75,2017-05-11,98
Libertarian,75,2017-06-06,98
Democratic,75,2017-06-06,2685
Republican,75,2017-06-06,6553
Unaffiliated,75,2017-06-06,3614
Democratic,75,2017-06-23,2685
Unaffiliated,75,2017-06-23,3615
Libertarian,75,2017-06-23,98
Republican,75,2017-06-23,6548
Unaffiliated,75,2017-08-02,3632
Republican,75,2017-08-02,6537
Libertarian,75,2017-08-02,98
Democratic,75,2017-08-02,2678
Democratic,75,2017-09-01,2670
Republican,75,2017-09-01,6518
Unaffiliated,75,2017-09-01,3648
Libertarian,75,2017-09-01,99
Libertarian,75,2017-10-05,98
Democratic,75,2017-10-05,2661
Republican,75,2017-10-05,6522
Unaffiliated,75,2017-10-05,3660
Republican,75,2017-11-02,6527
Unaffiliated,75,2017-11-02,3676
Democratic,75,2017-11-02,2655
Libertarian,75,2017-11-02,99
Unaffiliated,75,2017-12-14,3478
Democratic,75,2017-12-14,2550
Republican,75,2017-12-14,6433
Libertarian,75,2017-12-14,97
Republican,76,2014-12-22,7434
Unaffiliated,76,2014-12-22,4151
Libertarian,76,2014-12-22,108
Democratic,76,2014-12-22,2869
Libertarian,76,2015-06-11,111
Republican,76,2015-06-11,7301
Unaffiliated,76,2015-06-11,4165
Democratic,76,2015-06-11,2805
Republican,76,2015-09-04,7278
Democratic,76,2015-09-04,2799
Unaffiliated,76,2015-09-04,4219
Libertarian,76,2015-09-04,113
Libertarian,76,2015-11-05,114
Republican,76,2015-11-05,7276
Unaffiliated,76,2015-11-05,4267
Democratic,76,2015-11-05,2780
Libertarian,76,2015-11-19,115
Republican,76,2015-11-19,7275
Democratic,76,2015-11-19,2789
Unaffiliated,76,2015-11-19,4275
Republican,76,2016-02-03,7294
Democratic,76,2016-02-03,2774
Libertarian,76,2016-02-03,112
Unaffiliated,76,2016-02-03,4258
Republican,76,2016-04-21,7353
Libertarian,76,2016-04-21,107
Unaffiliated,76,2016-04-21,4254
Democratic,76,2016-04-21,2825
Unaffiliated,76,2016-06-02,4272
Democratic,76,2016-06-02,2812
Republican,76,2016-06-02,7358
Libertarian,76,2016-06-02,108
Republican,76,2016-08-02,7418
Unaffiliated,76,2016-08-02,4286
Libertarian,76,2016-08-02,111
Democratic,76,2016-08-02,2823
Republican,76,2016-10-06,7596
Libertarian,76,2016-10-06,106
Unaffiliated,76,2016-10-06,4143
Democratic,76,2016-10-06,2893
Unaffiliated,76,2017-01-12,4113
Libertarian,76,2017-01-12,113
Democratic,76,2017-01-12,2869
Republican,76,2017-01-12,7610
Democratic,76,2017-02-17,2862
Unaffiliated,76,2017-02-17,4157
Libertarian,76,2017-02-17,113
Republican,76,2017-02-17,7623
Democratic,76,2017-03-07,2864
Libertarian,76,2017-03-07,113
Unaffiliated,76,2017-03-07,4167
Republican,76,2017-03-07,7623
Republican,76,2017-04-03,7562
Unaffiliated,76,2017-04-03,4090
Libertarian,76,2017-04-03,111
Democratic,76,2017-04-03,2826
Libertarian,76,2017-05-11,113
Republican,76,2017-05-11,7547
Unaffiliated,76,2017-05-11,4081
Democratic,76,2017-05-11,2808
Republican,76,2017-06-06,7555
Unaffiliated,76,2017-06-06,4104
Democratic,76,2017-06-06,2802
Libertarian,76,2017-06-06,111
Unaffiliated,76,2017-06-23,4115
Republican,76,2017-06-23,7543
Libertarian,76,2017-06-23,112
Democratic,76,2017-06-23,2800
Unaffiliated,76,2017-08-02,4134
Republican,76,2017-08-02,7547
Democratic,76,2017-08-02,2791
Libertarian,76,2017-08-02,110
Democratic,76,2017-09-01,2788
Libertarian,76,2017-09-01,111
Unaffiliated,76,2017-09-01,4148
Republican,76,2017-09-01,7540
Unaffiliated,76,2017-10-05,4174
Democratic,76,2017-10-05,2790
Libertarian,76,2017-10-05,114
Republican,76,2017-10-05,7547
Libertarian,76,2017-11-02,115
Unaffiliated,76,2017-11-02,4189
Democratic,76,2017-11-02,2782
Republican,76,2017-11-02,7541
Democratic,76,2017-12-14,2777
Republican,76,2017-12-14,7534
Libertarian,76,2017-12-14,115
Unaffiliated,76,2017-12-14,4229
Unaffiliated,77,2014-12-22,4504
Democratic,77,2014-12-22,2447
Libertarian,77,2014-12-22,110
Republican,77,2014-12-22,7288
Unaffiliated,77,2015-06-11,4443
Libertarian,77,2015-06-11,106
Republican,77,2015-06-11,7172
Democratic,77,2015-06-11,2382
Unaffiliated,77,2015-09-04,4518
Republican,77,2015-09-04,7178
Democratic,77,2015-09-04,2372
Libertarian,77,2015-09-04,107
Unaffiliated,77,2015-11-05,4471
Republican,77,2015-11-05,7170
Libertarian,77,2015-11-05,107
Democratic,77,2015-11-05,2379
Republican,77,2015-11-19,7158
Democratic,77,2015-11-19,2375
Libertarian,77,2015-11-19,107
Unaffiliated,77,2015-11-19,4481
Republican,77,2016-02-03,7150
Unaffiliated,77,2016-02-03,4520
Democratic,77,2016-02-03,2380
Libertarian,77,2016-02-03,108
Republican,77,2016-04-21,7231
Libertarian,77,2016-04-21,113
Democratic,77,2016-04-21,2422
Unaffiliated,77,2016-04-21,4501
Republican,77,2016-06-02,7271
Unaffiliated,77,2016-06-02,4516
Democratic,77,2016-06-02,2415
Libertarian,77,2016-06-02,110
Democratic,77,2016-08-02,2431
Libertarian,77,2016-08-02,112
Unaffiliated,77,2016-08-02,4606
Republican,77,2016-08-02,7330
Unaffiliated,77,2016-10-06,4457
Republican,77,2016-10-06,7569
Democratic,77,2016-10-06,2478
Libertarian,77,2016-10-06,120
Republican,77,2017-01-12,7524
Unaffiliated,77,2017-01-12,4378
Libertarian,77,2017-01-12,128
Democratic,77,2017-01-12,2390
Democratic,77,2017-02-17,2390
Libertarian,77,2017-02-17,130
Republican,77,2017-02-17,7527
Unaffiliated,77,2017-02-17,4407
Libertarian,77,2017-03-07,129
Democratic,77,2017-03-07,2388
Unaffiliated,77,2017-03-07,4414
Republican,77,2017-03-07,7530
Republican,77,2017-04-03,7517
Democratic,77,2017-04-03,2383
Unaffiliated,77,2017-04-03,4424
Libertarian,77,2017-04-03,128
Unaffiliated,77,2017-05-11,4459
Republican,77,2017-05-11,7541
Democratic,77,2017-05-11,2384
Libertarian,77,2017-05-11,126
Republican,77,2017-06-06,7537
Libertarian,77,2017-06-06,127
Democratic,77,2017-06-06,2384
Unaffiliated,77,2017-06-06,4488
Democratic,77,2017-06-23,2372
Libertarian,77,2017-06-23,128
Unaffiliated,77,2017-06-23,4497
Republican,77,2017-06-23,7528
Unaffiliated,77,2017-08-02,4514
Libertarian,77,2017-08-02,130
Republican,77,2017-08-02,7499
Democratic,77,2017-08-02,2368
Libertarian,77,2017-09-01,129
Unaffiliated,77,2017-09-01,4535
Republican,77,2017-09-01,7489
Democratic,77,2017-09-01,2360
Libertarian,77,2017-10-05,129
Republican,77,2017-10-05,7478
Democratic,77,2017-10-05,2356
Unaffiliated,77,2017-10-05,4558
Libertarian,77,2017-11-02,130
Unaffiliated,77,2017-11-02,4579
Republican,77,2017-11-02,7480
Democratic,77,2017-11-02,2349
Republican,77,2017-12-14,7372
Unaffiliated,77,2017-12-14,4499
Democratic,77,2017-12-14,2265
Libertarian,77,2017-12-14,127
Democratic,78,2014-12-22,2973
Republican,78,2014-12-22,7413
Libertarian,78,2014-12-22,132
Unaffiliated,78,2014-12-22,4647
Libertarian,78,2015-06-11,134
Unaffiliated,78,2015-06-11,4704
Democratic,78,2015-06-11,2987
Republican,78,2015-06-11,7409
Libertarian,78,2015-09-04,135
Democratic,78,2015-09-04,3024
Republican,78,2015-09-04,7412
Unaffiliated,78,2015-09-04,4751
Republican,78,2015-11-05,7424
Unaffiliated,78,2015-11-05,4777
Libertarian,78,2015-11-05,133
Democratic,78,2015-11-05,3057
Libertarian,78,2015-11-19,133
Unaffiliated,78,2015-11-19,4781
Democratic,78,2015-11-19,3064
Republican,78,2015-11-19,7423
Republican,78,2016-02-03,7426
Unaffiliated,78,2016-02-03,4771
Libertarian,78,2016-02-03,133
Democratic,78,2016-02-03,3084
Republican,78,2016-04-21,7439
Libertarian,78,2016-04-21,133
Unaffiliated,78,2016-04-21,4701
Democratic,78,2016-04-21,3252
Libertarian,78,2016-06-02,135
Unaffiliated,78,2016-06-02,4701
Democratic,78,2016-06-02,3262
Republican,78,2016-06-02,7394
Libertarian,78,2016-08-02,144
Democratic,78,2016-08-02,3305
Unaffiliated,78,2016-08-02,4637
Republican,78,2016-08-02,7437
Unaffiliated,78,2016-10-06,4586
Democratic,78,2016-10-06,3439
Republican,78,2016-10-06,7576
Libertarian,78,2016-10-06,156
Unaffiliated,78,2017-01-12,4501
Republican,78,2017-01-12,7293
Democratic,78,2017-01-12,3371
Libertarian,78,2017-01-12,153
Libertarian,78,2017-02-17,158
Democratic,78,2017-02-17,3374
Unaffiliated,78,2017-02-17,4518
Republican,78,2017-02-17,7316
Unaffiliated,78,2017-03-07,4535
Libertarian,78,2017-03-07,159
Republican,78,2017-03-07,7319
Democratic,78,2017-03-07,3373
Libertarian,78,2017-04-03,161
Republican,78,2017-04-03,7318
Democratic,78,2017-04-03,3379
Unaffiliated,78,2017-04-03,4555
Unaffiliated,78,2017-05-11,4577
Republican,78,2017-05-11,7311
Libertarian,78,2017-05-11,161
Democratic,78,2017-05-11,3388
Republican,78,2017-06-06,7311
Libertarian,78,2017-06-06,163
Unaffiliated,78,2017-06-06,4581
Democratic,78,2017-06-06,3396
Unaffiliated,78,2017-06-23,4592
Libertarian,78,2017-06-23,165
Democratic,78,2017-06-23,3400
Republican,78,2017-06-23,7305
Libertarian,78,2017-08-02,164
Democratic,78,2017-08-02,3388
Unaffiliated,78,2017-08-02,4591
Republican,78,2017-08-02,7253
Democratic,78,2017-09-01,3394
Unaffiliated,78,2017-09-01,4604
Libertarian,78,2017-09-01,169
Republican,78,2017-09-01,7243
Libertarian,78,2017-10-05,170
Democratic,78,2017-10-05,3394
Unaffiliated,78,2017-10-05,4612
Republican,78,2017-10-05,7226
Unaffiliated,78,2017-11-02,4635
Republican,78,2017-11-02,7226
Libertarian,78,2017-11-02,176
Democratic,78,2017-11-02,3422
Libertarian,78,2017-12-14,175
Unaffiliated,78,2017-12-14,4655
Republican,78,2017-12-14,7221
Democratic,78,2017-12-14,3424
Libertarian,79,2014-12-22,113
Democratic,79,2014-12-22,3090
Unaffiliated,79,2014-12-22,4257
Republican,79,2014-12-22,6399
Libertarian,79,2015-06-11,104
Republican,79,2015-06-11,6221
Unaffiliated,79,2015-06-11,4084
Democratic,79,2015-06-11,2904
Republican,79,2015-09-04,6194
Libertarian,79,2015-09-04,108
Unaffiliated,79,2015-09-04,4088
Democratic,79,2015-09-04,2894
Unaffiliated,79,2015-11-05,4084
Republican,79,2015-11-05,6200
Democratic,79,2015-11-05,2895
Libertarian,79,2015-11-05,107
