desc_party,county,date,count
Republican,Marion,2017-03-07,4891
Unaffiliated,Marion,2017-03-07,1945
Democratic,Marshall,2017-03-07,1468
Libertarian,Marshall,2017-03-07,31
Republican,Marshall,2017-03-07,3337
Unaffiliated,Marshall,2017-03-07,1663
Democratic,McPherson,2017-03-07,2776
Libertarian,McPherson,2017-03-07,148
Republican,McPherson,2017-03-07,10174
Unaffiliated,McPherson,2017-03-07,4078
Democratic,Meade,2017-03-07,356
Libertarian,Meade,2017-03-07,18
Republican,Meade,2017-03-07,2194
Unaffiliated,Meade,2017-03-07,644
Democratic,Miami,2017-03-07,4472
Libertarian,Miami,2017-03-07,209
Republican,Miami,2017-03-07,10687
Unaffiliated,Miami,2017-03-07,7045
Democratic,Mitchell,2017-03-07,631
Libertarian,Mitchell,2017-03-07,13
Republican,Mitchell,2017-03-07,2637
Unaffiliated,Mitchell,2017-03-07,880
Democratic,Montgomery,2017-03-07,4379
Libertarian,Montgomery,2017-03-07,170
Republican,Montgomery,2017-03-07,10280
Unaffiliated,Montgomery,2017-03-07,4668
Democratic,Morris,2017-03-07,689
Libertarian,Morris,2017-03-07,30
Republican,Morris,2017-03-07,2158
Unaffiliated,Morris,2017-03-07,916
Democratic,Morton,2017-03-07,263
Libertarian,Morton,2017-03-07,13
Republican,Morton,2017-03-07,1360
Unaffiliated,Morton,2017-03-07,329
Democratic,Nemaha,2017-03-07,1472
Libertarian,Nemaha,2017-03-07,41
Republican,Nemaha,2017-03-07,3861
Unaffiliated,Nemaha,2017-03-07,1816
Democratic,Neosho,2017-03-07,2339
Libertarian,Neosho,2017-03-07,112
Republican,Neosho,2017-03-07,5253
Unaffiliated,Neosho,2017-03-07,3788
Democratic,Ness,2017-03-07,298
Libertarian,Ness,2017-03-07,6
Republican,Ness,2017-03-07,1366
Unaffiliated,Ness,2017-03-07,314
Democratic,Norton,2017-03-07,397
Libertarian,Norton,2017-03-07,13
Republican,Norton,2017-03-07,2205
Unaffiliated,Norton,2017-03-07,711
Democratic,Osage,2017-03-07,2249
Libertarian,Osage,2017-03-07,100
Republican,Osage,2017-03-07,5382
Unaffiliated,Osage,2017-03-07,3276
Democratic,Osborne,2017-03-07,455
Libertarian,Osborne,2017-03-07,14
Republican,Osborne,2017-03-07,1644
Unaffiliated,Osborne,2017-03-07,615
Democratic,Ottawa,2017-03-07,516
Libertarian,Ottawa,2017-03-07,37
Republican,Ottawa,2017-03-07,2735
Unaffiliated,Ottawa,2017-03-07,1051
Democratic,Pawnee,2017-03-07,740
Libertarian,Pawnee,2017-03-07,21
Republican,Pawnee,2017-03-07,2350
Unaffiliated,Pawnee,2017-03-07,778
Democratic,Phillips,2017-03-07,344
Libertarian,Phillips,2017-03-07,13
Republican,Phillips,2017-03-07,2745
Unaffiliated,Phillips,2017-03-07,544
Democratic,Pottawatomie,2017-03-07,2074
Libertarian,Pottawatomie,2017-03-07,105
Republican,Pottawatomie,2017-03-07,9035
Unaffiliated,Pottawatomie,2017-03-07,3426
Democratic,Pratt,2017-03-07,828
Libertarian,Pratt,2017-03-07,44
Republican,Pratt,2017-03-07,3494
Unaffiliated,Pratt,2017-03-07,810
Democratic,Rawlins,2017-03-07,233
Libertarian,Rawlins,2017-03-07,10
Republican,Rawlins,2017-03-07,1509
Unaffiliated,Rawlins,2017-03-07,350
Democratic,Reno,2017-03-07,9184
Libertarian,Reno,2017-03-07,345
Republican,Reno,2017-03-07,19781
Unaffiliated,Reno,2017-03-07,12001
Democratic,Republic,2017-03-07,496
Libertarian,Republic,2017-03-07,14
Republican,Republic,2017-03-07,2512
Unaffiliated,Republic,2017-03-07,645
Democratic,Rice,2017-03-07,993
Libertarian,Rice,2017-03-07,52
Republican,Rice,2017-03-07,3408
Unaffiliated,Rice,2017-03-07,1504
Democratic,Riley,2017-03-07,8037
Libertarian,Riley,2017-03-07,410
Republican,Riley,2017-03-07,14204
Unaffiliated,Riley,2017-03-07,10437
Democratic,Rooks,2017-03-07,374
Libertarian,Rooks,2017-03-07,11
Republican,Rooks,2017-03-07,2445
Unaffiliated,Rooks,2017-03-07,617
Democratic,Rush,2017-03-07,335
Libertarian,Rush,2017-03-07,14
Republican,Rush,2017-03-07,1393
Unaffiliated,Rush,2017-03-07,381
Democratic,Russell,2017-03-07,688
Libertarian,Russell,2017-03-07,28
Republican,Russell,2017-03-07,2944
Unaffiliated,Russell,2017-03-07,789
Democratic,Saline,2017-03-07,6820
Libertarian,Saline,2017-03-07,354
Republican,Saline,2017-03-07,16365
Unaffiliated,Saline,2017-03-07,12017
Democratic,Scott,2017-03-07,307
Libertarian,Scott,2017-03-07,17
Republican,Scott,2017-03-07,2295
Unaffiliated,Scott,2017-03-07,715
Democratic,Sedgwick,2017-03-07,71417
Libertarian,Sedgwick,2017-03-07,2571
Republican,Sedgwick,2017-03-07,115949
Unaffiliated,Sedgwick,2017-03-07,105359
Democratic,Seward,2017-03-07,2196
Libertarian,Seward,2017-03-07,117
Republican,Seward,2017-03-07,4894
Unaffiliated,Seward,2017-03-07,3452
Democratic,Shawnee,2017-03-07,33327
Libertarian,Shawnee,2017-03-07,875
Republican,Shawnee,2017-03-07,40944
Unaffiliated,Shawnee,2017-03-07,30142
Democratic,Sheridan,2017-03-07,290
Libertarian,Sheridan,2017-03-07,4
Republican,Sheridan,2017-03-07,1222
Unaffiliated,Sheridan,2017-03-07,315
Democratic,Sherman,2017-03-07,408
Libertarian,Sherman,2017-03-07,20
Republican,Sherman,2017-03-07,2325
Unaffiliated,Sherman,2017-03-07,687
Democratic,Smith,2017-03-07,362
Libertarian,Smith,2017-03-07,7
Republican,Smith,2017-03-07,1914
Unaffiliated,Smith,2017-03-07,365
Democratic,Stafford,2017-03-07,363
Libertarian,Stafford,2017-03-07,20
Republican,Stafford,2017-03-07,1804
Unaffiliated,Stafford,2017-03-07,472
Democratic,Stanton,2017-03-07,186
Libertarian,Stanton,2017-03-07,16
Republican,Stanton,2017-03-07,759
Unaffiliated,Stanton,2017-03-07,199
Democratic,Stevens,2017-03-07,297
Libertarian,Stevens,2017-03-07,18
Republican,Stevens,2017-03-07,2242
Unaffiliated,Stevens,2017-03-07,421
Democratic,Sumner,2017-03-07,3394
Libertarian,Sumner,2017-03-07,171
Republican,Sumner,2017-03-07,7781
Unaffiliated,Sumner,2017-03-07,5251
Democratic,Thomas,2017-03-07,552
Libertarian,Thomas,2017-03-07,27
Republican,Thomas,2017-03-07,3151
Unaffiliated,Thomas,2017-03-07,1051
Democratic,Trego,2017-03-07,377
Libertarian,Trego,2017-03-07,13
Republican,Trego,2017-03-07,1254
Unaffiliated,Trego,2017-03-07,483
Democratic,Wabaunsee,2017-03-07,774
Libertarian,Wabaunsee,2017-03-07,33
Republican,Wabaunsee,2017-03-07,2956
Unaffiliated,Wabaunsee,2017-03-07,1012
Democratic,Wallace,2017-03-07,65
Libertarian,Wallace,2017-03-07,1
Republican,Wallace,2017-03-07,859
Unaffiliated,Wallace,2017-03-07,126
Democratic,Washington,2017-03-07,296
Libertarian,Washington,2017-03-07,9
Republican,Washington,2017-03-07,2755
Unaffiliated,Washington,2017-03-07,332
Democratic,Wichita,2017-03-07,156
Libertarian,Wichita,2017-03-07,8
Republican,Wichita,2017-03-07,862
Unaffiliated,Wichita,2017-03-07,332
Democratic,Wilson,2017-03-07,696
Libertarian,Wilson,2017-03-07,43
Republican,Wilson,2017-03-07,3271
Unaffiliated,Wilson,2017-03-07,1011
Democratic,Woodson,2017-03-07,338
Libertarian,Woodson,2017-03-07,16
Republican,Woodson,2017-03-07,1305
Unaffiliated,Woodson,2017-03-07,525
Democratic,Wyandotte,2017-03-07,39141
Libertarian,Wyandotte,2017-03-07,591
Republican,Wyandotte,2017-03-07,13856
Unaffiliated,Wyandotte,2017-03-07,23886
Democratic,Allen,2017-04-03,1614
Libertarian,Allen,2017-04-03,63
Republican,Allen,2017-04-03,4278
Unaffiliated,Allen,2017-04-03,2741
Democratic,Anderson,2017-04-03,1202
Libertarian,Anderson,2017-04-03,55
Republican,Anderson,2017-04-03,2234
Unaffiliated,Anderson,2017-04-03,1903
Democratic,Atchison,2017-04-03,3188
Libertarian,Atchison,2017-04-03,61
Republican,Atchison,2017-04-03,4179
Unaffiliated,Atchison,2017-04-03,3900
Democratic,Barber,2017-04-03,436
Libertarian,Barber,2017-04-03,12
Republican,Barber,2017-04-03,2146
Unaffiliated,Barber,2017-04-03,380
Democratic,Barton,2017-04-03,2964
Libertarian,Barton,2017-04-03,101
Republican,Barton,2017-04-03,9804
Unaffiliated,Barton,2017-04-03,4584
Democratic,Bourbon,2017-04-03,2845
Libertarian,Bourbon,2017-04-03,75
Republican,Bourbon,2017-04-03,4981
Unaffiliated,Bourbon,2017-04-03,3774
Democratic,Brown,2017-04-03,1079
Libertarian,Brown,2017-04-03,40
Republican,Brown,2017-04-03,3538
Unaffiliated,Brown,2017-04-03,1505
Democratic,Butler,2017-04-03,7251
Libertarian,Butler,2017-04-03,363
Republican,Butler,2017-04-03,21429
Unaffiliated,Butler,2017-04-03,12173
Democratic,Chase,2017-04-03,297
Libertarian,Chase,2017-04-03,12
Republican,Chase,2017-04-03,1213
Unaffiliated,Chase,2017-04-03,299
Democratic,Chautauqua,2017-04-03,260
Libertarian,Chautauqua,2017-04-03,13
Republican,Chautauqua,2017-04-03,1638
Unaffiliated,Chautauqua,2017-04-03,420
Democratic,Cherokee,2017-04-03,4369
Libertarian,Cherokee,2017-04-03,132
Republican,Cherokee,2017-04-03,6120
Unaffiliated,Cherokee,2017-04-03,5298
Democratic,Cheyenne,2017-04-03,226
Libertarian,Cheyenne,2017-04-03,9
Republican,Cheyenne,2017-04-03,1445
Unaffiliated,Cheyenne,2017-04-03,235
Democratic,Clark,2017-04-03,220
Libertarian,Clark,2017-04-03,8
Republican,Clark,2017-04-03,972
Unaffiliated,Clark,2017-04-03,274
Democratic,Clay,2017-04-03,570
Libertarian,Clay,2017-04-03,45
Republican,Clay,2017-04-03,3769
Unaffiliated,Clay,2017-04-03,1211
Democratic,Cloud,2017-04-03,1011
Libertarian,Cloud,2017-04-03,44
Republican,Cloud,2017-04-03,3540
Unaffiliated,Cloud,2017-04-03,1390
Democratic,Coffey,2017-04-03,919
Libertarian,Coffey,2017-04-03,42
Republican,Coffey,2017-04-03,3674
Unaffiliated,Coffey,2017-04-03,1349
Democratic,Comanche,2017-04-03,158
Libertarian,Comanche,2017-04-03,5
Republican,Comanche,2017-04-03,848
Unaffiliated,Comanche,2017-04-03,131
Democratic,Cowley,2017-04-03,4598
Libertarian,Cowley,2017-04-03,127
Republican,Cowley,2017-04-03,9447
Unaffiliated,Cowley,2017-04-03,5062
Democratic,Crawford,2017-04-03,7997
Libertarian,Crawford,2017-04-03,207
Republican,Crawford,2017-04-03,8027
Unaffiliated,Crawford,2017-04-03,8798
Democratic,Decatur,2017-04-03,277
Libertarian,Decatur,2017-04-03,9
Republican,Decatur,2017-04-03,1448
Unaffiliated,Decatur,2017-04-03,364
Democratic,Dickinson,2017-04-03,1905
Libertarian,Dickinson,2017-04-03,122
Republican,Dickinson,2017-04-03,7492
Unaffiliated,Dickinson,2017-04-03,3496
Democratic,Doniphan,2017-04-03,738
Libertarian,Doniphan,2017-04-03,25
Republican,Doniphan,2017-04-03,2927
Unaffiliated,Doniphan,2017-04-03,1290
Democratic,Douglas,2017-04-03,27531
Libertarian,Douglas,2017-04-03,843
Republican,Douglas,2017-04-03,20439
Unaffiliated,Douglas,2017-04-03,25087
Democratic,Edwards,2017-04-03,299
Libertarian,Edwards,2017-04-03,11
Republican,Edwards,2017-04-03,1218
Unaffiliated,Edwards,2017-04-03,379
Democratic,Elk,2017-04-03,347
Libertarian,Elk,2017-04-03,6
Republican,Elk,2017-04-03,1158
Unaffiliated,Elk,2017-04-03,307
Democratic,Ellis,2017-04-03,4117
Libertarian,Ellis,2017-04-03,174
Republican,Ellis,2017-04-03,8434
Unaffiliated,Ellis,2017-04-03,4598
Democratic,Ellsworth,2017-04-03,828
Libertarian,Ellsworth,2017-04-03,20
Republican,Ellsworth,2017-04-03,2369
Unaffiliated,Ellsworth,2017-04-03,920
Democratic,Finney,2017-04-03,4087
Libertarian,Finney,2017-04-03,156
Republican,Finney,2017-04-03,8460
Unaffiliated,Finney,2017-04-03,6775
Democratic,Ford,2017-04-03,3453
Libertarian,Ford,2017-04-03,143
Republican,Ford,2017-04-03,6355
Unaffiliated,Ford,2017-04-03,4988
Democratic,Franklin,2017-04-03,3700
Libertarian,Franklin,2017-04-03,180
Republican,Franklin,2017-04-03,8962
Unaffiliated,Franklin,2017-04-03,5265
Democratic,Geary,2017-04-03,4442
Libertarian,Geary,2017-04-03,141
Republican,Geary,2017-04-03,5895
Unaffiliated,Geary,2017-04-03,5505
Democratic,Gove,2017-04-03,276
Libertarian,Gove,2017-04-03,3
Republican,Gove,2017-04-03,1304
Unaffiliated,Gove,2017-04-03,341
Democratic,Graham,2017-04-03,233
Libertarian,Graham,2017-04-03,13
Republican,Graham,2017-04-03,1300
Unaffiliated,Graham,2017-04-03,263
Democratic,Grant,2017-04-03,500
Libertarian,Grant,2017-04-03,28
Republican,Grant,2017-04-03,2250
Unaffiliated,Grant,2017-04-03,804
Democratic,Gray,2017-04-03,460
Libertarian,Gray,2017-04-03,28
Republican,Gray,2017-04-03,1853
Unaffiliated,Gray,2017-04-03,681
Democratic,Greeley,2017-04-03,54
Libertarian,Greeley,2017-04-03,1
Republican,Greeley,2017-04-03,721
Unaffiliated,Greeley,2017-04-03,83
Democratic,Greenwood,2017-04-03,601
Libertarian,Greenwood,2017-04-03,16
Republican,Greenwood,2017-04-03,2635
Unaffiliated,Greenwood,2017-04-03,1583
Democratic,Hamilton,2017-04-03,145
Libertarian,Hamilton,2017-04-03,9
Republican,Hamilton,2017-04-03,890
Unaffiliated,Hamilton,2017-04-03,254
Democratic,Harper,2017-04-03,664
Libertarian,Harper,2017-04-03,26
Republican,Harper,2017-04-03,2468
Unaffiliated,Harper,2017-04-03,953
Democratic,Harvey,2017-04-03,4297
Libertarian,Harvey,2017-04-03,161
Republican,Harvey,2017-04-03,10781
Unaffiliated,Harvey,2017-04-03,5736
Democratic,Haskell,2017-04-03,277
Libertarian,Haskell,2017-04-03,5
Republican,Haskell,2017-04-03,1530
Unaffiliated,Haskell,2017-04-03,579
Democratic,Hodgeman,2017-04-03,185
Libertarian,Hodgeman,2017-04-03,1
Republican,Hodgeman,2017-04-03,998
Unaffiliated,Hodgeman,2017-04-03,224
Democratic,Jackson,2017-04-03,1866
Libertarian,Jackson,2017-04-03,47
Republican,Jackson,2017-04-03,4149
Unaffiliated,Jackson,2017-04-03,2461
Democratic,Jefferson,2017-04-03,2888
Libertarian,Jefferson,2017-04-03,105
Republican,Jefferson,2017-04-03,6062
Unaffiliated,Jefferson,2017-04-03,4323
Democratic,Jewell,2017-04-03,240
Libertarian,Jewell,2017-04-03,16
Republican,Jewell,2017-04-03,1445
Unaffiliated,Jewell,2017-04-03,462
Democratic,Johnson,2017-04-03,95498
Libertarian,Johnson,2017-04-03,3979
Republican,Johnson,2017-04-03,178136
Unaffiliated,Johnson,2017-04-03,114281
Democratic,Kearny,2017-04-03,283
Libertarian,Kearny,2017-04-03,8
Republican,Kearny,2017-04-03,1380
Unaffiliated,Kearny,2017-04-03,501
Democratic,Kingman,2017-04-03,784
Libertarian,Kingman,2017-04-03,34
Republican,Kingman,2017-04-03,2786
Unaffiliated,Kingman,2017-04-03,1046
Democratic,Kiowa,2017-04-03,177
Libertarian,Kiowa,2017-04-03,8
Republican,Kiowa,2017-04-03,1141
Unaffiliated,Kiowa,2017-04-03,221
Democratic,Labette,2017-04-03,3107
Libertarian,Labette,2017-04-03,83
Republican,Labette,2017-04-03,5253
Unaffiliated,Labette,2017-04-03,4883
Democratic,Lane,2017-04-03,152
Libertarian,Lane,2017-04-03,8
Republican,Lane,2017-04-03,938
Unaffiliated,Lane,2017-04-03,207
Democratic,Leavenworth,2017-04-03,11983
Libertarian,Leavenworth,2017-04-03,426
Republican,Leavenworth,2017-04-03,18502
Unaffiliated,Leavenworth,2017-04-03,16556
Democratic,Lincoln,2017-04-03,246
Libertarian,Lincoln,2017-04-03,26
Republican,Lincoln,2017-04-03,1433
Unaffiliated,Lincoln,2017-04-03,409
Democratic,Linn,2017-04-03,1189
Libertarian,Linn,2017-04-03,59
Republican,Linn,2017-04-03,3840
Unaffiliated,Linn,2017-04-03,1783
Democratic,Logan,2017-04-03,207
Libertarian,Logan,2017-04-03,7
Republican,Logan,2017-04-03,1360
Unaffiliated,Logan,2017-04-03,272
Democratic,Lyon,2017-04-03,4774
Libertarian,Lyon,2017-04-03,173
Republican,Lyon,2017-04-03,7555
Unaffiliated,Lyon,2017-04-03,6800
Democratic,Marion,2017-04-03,1137
Libertarian,Marion,2017-04-03,43
Republican,Marion,2017-04-03,4884
Unaffiliated,Marion,2017-04-03,1942
Democratic,Marshall,2017-04-03,1467
Libertarian,Marshall,2017-04-03,31
Republican,Marshall,2017-04-03,3335
Unaffiliated,Marshall,2017-04-03,1666
Democratic,McPherson,2017-04-03,2772
Libertarian,McPherson,2017-04-03,148
Republican,McPherson,2017-04-03,10182
Unaffiliated,McPherson,2017-04-03,4108
Democratic,Meade,2017-04-03,356
Libertarian,Meade,2017-04-03,18
Republican,Meade,2017-04-03,2194
Unaffiliated,Meade,2017-04-03,644
Democratic,Miami,2017-04-03,4471
Libertarian,Miami,2017-04-03,208
Republican,Miami,2017-04-03,10713
Unaffiliated,Miami,2017-04-03,7073
Democratic,Mitchell,2017-04-03,632
Libertarian,Mitchell,2017-04-03,13
Republican,Mitchell,2017-04-03,2635
Unaffiliated,Mitchell,2017-04-03,880
Democratic,Montgomery,2017-04-03,4255
Libertarian,Montgomery,2017-04-03,164
Republican,Montgomery,2017-04-03,10086
Unaffiliated,Montgomery,2017-04-03,4516
Democratic,Morris,2017-04-03,685
Libertarian,Morris,2017-04-03,30
Republican,Morris,2017-04-03,2163
Unaffiliated,Morris,2017-04-03,921
Democratic,Morton,2017-04-03,263
Libertarian,Morton,2017-04-03,13
Republican,Morton,2017-04-03,1358
Unaffiliated,Morton,2017-04-03,331
Democratic,Nemaha,2017-04-03,1468
Libertarian,Nemaha,2017-04-03,41
Republican,Nemaha,2017-04-03,3864
Unaffiliated,Nemaha,2017-04-03,1819
Democratic,Neosho,2017-04-03,2334
Libertarian,Neosho,2017-04-03,113
Republican,Neosho,2017-04-03,5260
Unaffiliated,Neosho,2017-04-03,3792
Democratic,Ness,2017-04-03,296
Libertarian,Ness,2017-04-03,6
Republican,Ness,2017-04-03,1359
Unaffiliated,Ness,2017-04-03,313
Democratic,Norton,2017-04-03,396
Libertarian,Norton,2017-04-03,13
Republican,Norton,2017-04-03,2205
Unaffiliated,Norton,2017-04-03,712
Democratic,Osage,2017-04-03,2250
Libertarian,Osage,2017-04-03,102
Republican,Osage,2017-04-03,5382
Unaffiliated,Osage,2017-04-03,3275
Democratic,Osborne,2017-04-03,454
Libertarian,Osborne,2017-04-03,14
Republican,Osborne,2017-04-03,1643
Unaffiliated,Osborne,2017-04-03,616
Democratic,Ottawa,2017-04-03,506
Libertarian,Ottawa,2017-04-03,37
Republican,Ottawa,2017-04-03,2707
Unaffiliated,Ottawa,2017-04-03,1027
Democratic,Pawnee,2017-04-03,737
Libertarian,Pawnee,2017-04-03,21
Republican,Pawnee,2017-04-03,2345
Unaffiliated,Pawnee,2017-04-03,780
Democratic,Phillips,2017-04-03,345
Libertarian,Phillips,2017-04-03,13
Republican,Phillips,2017-04-03,2738
Unaffiliated,Phillips,2017-04-03,542
Democratic,Pottawatomie,2017-04-03,2068
Libertarian,Pottawatomie,2017-04-03,105
Republican,Pottawatomie,2017-04-03,9040
Unaffiliated,Pottawatomie,2017-04-03,3433
Democratic,Pratt,2017-04-03,822
Libertarian,Pratt,2017-04-03,44
Republican,Pratt,2017-04-03,3489
Unaffiliated,Pratt,2017-04-03,809
Democratic,Rawlins,2017-04-03,232
Libertarian,Rawlins,2017-04-03,11
Republican,Rawlins,2017-04-03,1509
Unaffiliated,Rawlins,2017-04-03,350
Democratic,Reno,2017-04-03,9169
Libertarian,Reno,2017-04-03,347
Republican,Reno,2017-04-03,19763
Unaffiliated,Reno,2017-04-03,12009
Democratic,Republic,2017-04-03,493
Libertarian,Republic,2017-04-03,14
Republican,Republic,2017-04-03,2503
Unaffiliated,Republic,2017-04-03,644
Democratic,Rice,2017-04-03,985
Libertarian,Rice,2017-04-03,52
Republican,Rice,2017-04-03,3404
Unaffiliated,Rice,2017-04-03,1507
Democratic,Riley,2017-04-03,8018
Libertarian,Riley,2017-04-03,410
Republican,Riley,2017-04-03,14160
Unaffiliated,Riley,2017-04-03,10441
Democratic,Rooks,2017-04-03,375
Libertarian,Rooks,2017-04-03,11
Republican,Rooks,2017-04-03,2445
Unaffiliated,Rooks,2017-04-03,617
Democratic,Rush,2017-04-03,335
Libertarian,Rush,2017-04-03,14
Republican,Rush,2017-04-03,1391
Unaffiliated,Rush,2017-04-03,381
Democratic,Russell,2017-04-03,690
Libertarian,Russell,2017-04-03,27
Republican,Russell,2017-04-03,2944
Unaffiliated,Russell,2017-04-03,793
Democratic,Saline,2017-04-03,6813
Libertarian,Saline,2017-04-03,357
Republican,Saline,2017-04-03,16359
Unaffiliated,Saline,2017-04-03,12047
Democratic,Scott,2017-04-03,304
Libertarian,Scott,2017-04-03,17
Republican,Scott,2017-04-03,2298
Unaffiliated,Scott,2017-04-03,717
Democratic,Sedgwick,2017-04-03,71343
Libertarian,Sedgwick,2017-04-03,2579
Republican,Sedgwick,2017-04-03,115896
Unaffiliated,Sedgwick,2017-04-03,105519
Democratic,Seward,2017-04-03,2197
Libertarian,Seward,2017-04-03,118
Republican,Seward,2017-04-03,4897
Unaffiliated,Seward,2017-04-03,3460
Democratic,Shawnee,2017-04-03,33311
Libertarian,Shawnee,2017-04-03,876
Republican,Shawnee,2017-04-03,40904
Unaffiliated,Shawnee,2017-04-03,30203
Democratic,Sheridan,2017-04-03,289
Libertarian,Sheridan,2017-04-03,4
Republican,Sheridan,2017-04-03,1223
Unaffiliated,Sheridan,2017-04-03,315
Democratic,Sherman,2017-04-03,408
Libertarian,Sherman,2017-04-03,20
Republican,Sherman,2017-04-03,2331
Unaffiliated,Sherman,2017-04-03,692
Democratic,Smith,2017-04-03,362
Libertarian,Smith,2017-04-03,7
Republican,Smith,2017-04-03,1914
Unaffiliated,Smith,2017-04-03,366
Democratic,Stafford,2017-04-03,363
Libertarian,Stafford,2017-04-03,20
Republican,Stafford,2017-04-03,1799
Unaffiliated,Stafford,2017-04-03,471
Democratic,Stanton,2017-04-03,186
Libertarian,Stanton,2017-04-03,16
Republican,Stanton,2017-04-03,760
Unaffiliated,Stanton,2017-04-03,198
Democratic,Stevens,2017-04-03,298
Libertarian,Stevens,2017-04-03,18
Republican,Stevens,2017-04-03,2237
Unaffiliated,Stevens,2017-04-03,419
Democratic,Sumner,2017-04-03,3390
Libertarian,Sumner,2017-04-03,172
Republican,Sumner,2017-04-03,7770
Unaffiliated,Sumner,2017-04-03,5250
Democratic,Thomas,2017-04-03,553
Libertarian,Thomas,2017-04-03,27
Republican,Thomas,2017-04-03,3164
Unaffiliated,Thomas,2017-04-03,1057
Democratic,Trego,2017-04-03,376
Libertarian,Trego,2017-04-03,14
Republican,Trego,2017-04-03,1258
Unaffiliated,Trego,2017-04-03,485
Democratic,Wabaunsee,2017-04-03,772
Libertarian,Wabaunsee,2017-04-03,34
Republican,Wabaunsee,2017-04-03,2956
Unaffiliated,Wabaunsee,2017-04-03,1020
Democratic,Wallace,2017-04-03,65
Libertarian,Wallace,2017-04-03,1
Republican,Wallace,2017-04-03,858
Unaffiliated,Wallace,2017-04-03,126
Democratic,Washington,2017-04-03,296
Libertarian,Washington,2017-04-03,9
Republican,Washington,2017-04-03,2754
Unaffiliated,Washington,2017-04-03,331
Democratic,Wichita,2017-04-03,155
Libertarian,Wichita,2017-04-03,8
Republican,Wichita,2017-04-03,863
Unaffiliated,Wichita,2017-04-03,330
Democratic,Wilson,2017-04-03,697
Libertarian,Wilson,2017-04-03,44
Republican,Wilson,2017-04-03,3277
Unaffiliated,Wilson,2017-04-03,1020
Democratic,Woodson,2017-04-03,335
Libertarian,Woodson,2017-04-03,16
Republican,Woodson,2017-04-03,1304
Unaffiliated,Woodson,2017-04-03,523
Democratic,Wyandotte,2017-04-03,39138
Libertarian,Wyandotte,2017-04-03,588
Republican,Wyandotte,2017-04-03,13885
Unaffiliated,Wyandotte,2017-04-03,24059
Democratic,Allen,2017-05-11,1615
Libertarian,Allen,2017-05-11,64
Republican,Allen,2017-05-11,4272
Unaffiliated,Allen,2017-05-11,2752
Democratic,Anderson,2017-05-11,1192
Libertarian,Anderson,2017-05-11,55
Republican,Anderson,2017-05-11,2233
Unaffiliated,Anderson,2017-05-11,1909
Democratic,Atchison,2017-05-11,3183
Libertarian,Atchison,2017-05-11,62
Republican,Atchison,2017-05-11,4174
Unaffiliated,Atchison,2017-05-11,3895
Democratic,Barber,2017-05-11,435
Libertarian,Barber,2017-05-11,12
Republican,Barber,2017-05-11,2140
Unaffiliated,Barber,2017-05-11,378
Democratic,Barton,2017-05-11,2958
Libertarian,Barton,2017-05-11,103
Republican,Barton,2017-05-11,9788
Unaffiliated,Barton,2017-05-11,4595
Democratic,Bourbon,2017-05-11,2846
Libertarian,Bourbon,2017-05-11,79
Republican,Bourbon,2017-05-11,4983
Unaffiliated,Bourbon,2017-05-11,3782
Democratic,Brown,2017-05-11,1071
Libertarian,Brown,2017-05-11,41
Republican,Brown,2017-05-11,3523
Unaffiliated,Brown,2017-05-11,1500
Democratic,Butler,2017-05-11,7224
Libertarian,Butler,2017-05-11,360
Republican,Butler,2017-05-11,21471
Unaffiliated,Butler,2017-05-11,12246
Democratic,Chase,2017-05-11,288
Libertarian,Chase,2017-05-11,11
Republican,Chase,2017-05-11,1200
Unaffiliated,Chase,2017-05-11,286
Democratic,Chautauqua,2017-05-11,260
Libertarian,Chautauqua,2017-05-11,13
Republican,Chautauqua,2017-05-11,1636
Unaffiliated,Chautauqua,2017-05-11,418
Democratic,Cherokee,2017-05-11,4345
Libertarian,Cherokee,2017-05-11,132
Republican,Cherokee,2017-05-11,6093
Unaffiliated,Cherokee,2017-05-11,5283
Democratic,Cheyenne,2017-05-11,226
Libertarian,Cheyenne,2017-05-11,9
Republican,Cheyenne,2017-05-11,1444
Unaffiliated,Cheyenne,2017-05-11,236
Democratic,Clark,2017-05-11,221
Libertarian,Clark,2017-05-11,8
Republican,Clark,2017-05-11,970
Unaffiliated,Clark,2017-05-11,277
Democratic,Clay,2017-05-11,568
Libertarian,Clay,2017-05-11,45
Republican,Clay,2017-05-11,3754
Unaffiliated,Clay,2017-05-11,1213
Democratic,Cloud,2017-05-11,1006
Libertarian,Cloud,2017-05-11,44
Republican,Cloud,2017-05-11,3534
Unaffiliated,Cloud,2017-05-11,1385
Democratic,Coffey,2017-05-11,909
Libertarian,Coffey,2017-05-11,43
Republican,Coffey,2017-05-11,3665
Unaffiliated,Coffey,2017-05-11,1360
Democratic,Comanche,2017-05-11,158
Libertarian,Comanche,2017-05-11,5
Republican,Comanche,2017-05-11,844
Unaffiliated,Comanche,2017-05-11,131
Democratic,Cowley,2017-05-11,4588
Libertarian,Cowley,2017-05-11,128
Republican,Cowley,2017-05-11,9413
Unaffiliated,Cowley,2017-05-11,5086
Democratic,Crawford,2017-05-11,7979
Libertarian,Crawford,2017-05-11,206
Republican,Crawford,2017-05-11,8042
Unaffiliated,Crawford,2017-05-11,8812
Democratic,Decatur,2017-05-11,276
Libertarian,Decatur,2017-05-11,9
Republican,Decatur,2017-05-11,1446
