desc_party,district_ks,date,count
Libertarian,19,2015-11-05,322
Unaffiliated,19,2015-11-05,13439
Democratic,19,2015-11-05,13442
Libertarian,19,2015-11-19,325
Democratic,19,2015-11-19,13462
Republican,19,2015-11-19,15084
Unaffiliated,19,2015-11-19,13478
Republican,19,2016-02-03,14941
Unaffiliated,19,2016-02-03,13051
Libertarian,19,2016-02-03,319
Democratic,19,2016-02-03,13049
Libertarian,19,2016-04-21,310
Republican,19,2016-04-21,14966
Unaffiliated,19,2016-04-21,12998
Democratic,19,2016-04-21,13432
Republican,19,2016-06-02,14972
Democratic,19,2016-06-02,13489
Libertarian,19,2016-06-02,314
Unaffiliated,19,2016-06-02,13006
Libertarian,19,2016-08-02,324
Unaffiliated,19,2016-08-02,13098
Democratic,19,2016-08-02,13683
Republican,19,2016-08-02,15054
Democratic,19,2016-10-06,13952
Republican,19,2016-10-06,15546
Unaffiliated,19,2016-10-06,12653
Libertarian,19,2016-10-06,332
Libertarian,19,2017-01-12,367
Republican,19,2017-01-12,15643
Democratic,19,2017-01-12,13966
Unaffiliated,19,2017-01-12,13033
Republican,19,2017-02-17,15649
Democratic,19,2017-02-17,13951
Unaffiliated,19,2017-02-17,13096
Libertarian,19,2017-02-17,369
Unaffiliated,19,2017-03-07,12587
Democratic,19,2017-03-07,13463
Libertarian,19,2017-03-07,358
Republican,19,2017-03-07,15438
Democratic,19,2017-04-03,13421
Unaffiliated,19,2017-04-03,12561
Libertarian,19,2017-04-03,355
Republican,19,2017-04-03,15403
Democratic,19,2017-05-11,13402
Republican,19,2017-05-11,15413
Libertarian,19,2017-05-11,355
Unaffiliated,19,2017-05-11,12578
Republican,19,2017-06-06,15415
Unaffiliated,19,2017-06-06,12643
Democratic,19,2017-06-06,13404
Libertarian,19,2017-06-06,358
Libertarian,19,2017-06-23,356
Republican,19,2017-06-23,15372
Unaffiliated,19,2017-06-23,12670
Democratic,19,2017-06-23,13393
Republican,19,2017-08-02,15326
Libertarian,19,2017-08-02,355
Democratic,19,2017-08-02,13369
Unaffiliated,19,2017-08-02,12675
Libertarian,19,2017-09-01,360
Unaffiliated,19,2017-09-01,12775
Republican,19,2017-09-01,15320
Democratic,19,2017-09-01,13357
Libertarian,19,2017-10-05,362
Democratic,19,2017-10-05,13339
Republican,19,2017-10-05,15330
Unaffiliated,19,2017-10-05,12844
Democratic,19,2017-11-02,13330
Libertarian,19,2017-11-02,364
Republican,19,2017-11-02,15332
Unaffiliated,19,2017-11-02,12875
Republican,19,2017-12-14,15347
Democratic,19,2017-12-14,13279
Libertarian,19,2017-12-14,366
Unaffiliated,19,2017-12-14,12964
Libertarian,20,2014-12-22,338
Republican,20,2014-12-22,21228
Unaffiliated,20,2014-12-22,12950
Democratic,20,2014-12-22,12309
Libertarian,20,2015-06-11,348
Democratic,20,2015-06-11,12272
Unaffiliated,20,2015-06-11,13202
Republican,20,2015-06-11,21031
Democratic,20,2015-09-04,12268
Unaffiliated,20,2015-09-04,13357
Republican,20,2015-09-04,20974
Libertarian,20,2015-09-04,352
Unaffiliated,20,2015-11-05,13435
Libertarian,20,2015-11-05,346
Democratic,20,2015-11-05,12282
Republican,20,2015-11-05,20944
Republican,20,2015-11-19,20936
Libertarian,20,2015-11-19,344
Unaffiliated,20,2015-11-19,13485
Democratic,20,2015-11-19,12288
Unaffiliated,20,2016-02-03,12965
Democratic,20,2016-02-03,12003
Libertarian,20,2016-02-03,335
Republican,20,2016-02-03,20610
Unaffiliated,20,2016-04-21,12860
Republican,20,2016-04-21,20590
Libertarian,20,2016-04-21,329
Democratic,20,2016-04-21,12589
Democratic,20,2016-06-02,12621
Unaffiliated,20,2016-06-02,12993
Republican,20,2016-06-02,20669
Libertarian,20,2016-06-02,339
Libertarian,20,2016-08-02,344
Democratic,20,2016-08-02,12691
Republican,20,2016-08-02,20868
Unaffiliated,20,2016-08-02,13116
Unaffiliated,20,2016-10-06,12441
Democratic,20,2016-10-06,13121
Libertarian,20,2016-10-06,367
Republican,20,2016-10-06,21509
Democratic,20,2017-01-12,13191
Republican,20,2017-01-12,21585
Libertarian,20,2017-01-12,402
Unaffiliated,20,2017-01-12,13069
Unaffiliated,20,2017-02-17,13095
Republican,20,2017-02-17,21559
Libertarian,20,2017-02-17,407
Democratic,20,2017-02-17,13167
Unaffiliated,20,2017-03-07,12319
Libertarian,20,2017-03-07,392
Democratic,20,2017-03-07,12628
Republican,20,2017-03-07,20961
Republican,20,2017-04-03,20933
Unaffiliated,20,2017-04-03,12337
Libertarian,20,2017-04-03,392
Democratic,20,2017-04-03,12624
Republican,20,2017-05-11,20940
Unaffiliated,20,2017-05-11,12416
Libertarian,20,2017-05-11,395
Democratic,20,2017-05-11,12645
Republican,20,2017-06-06,20872
Democratic,20,2017-06-06,12636
Libertarian,20,2017-06-06,398
Unaffiliated,20,2017-06-06,12444
Democratic,20,2017-06-23,12608
Libertarian,20,2017-06-23,400
Republican,20,2017-06-23,20842
Unaffiliated,20,2017-06-23,12434
Libertarian,20,2017-08-02,397
Republican,20,2017-08-02,20775
Unaffiliated,20,2017-08-02,12445
Democratic,20,2017-08-02,12554
Unaffiliated,20,2017-09-01,12607
Republican,20,2017-09-01,20766
Libertarian,20,2017-09-01,404
Democratic,20,2017-09-01,12567
Democratic,20,2017-10-05,12564
Republican,20,2017-10-05,20772
Libertarian,20,2017-10-05,410
Unaffiliated,20,2017-10-05,12695
Unaffiliated,20,2017-11-02,12727
Libertarian,20,2017-11-02,413
Democratic,20,2017-11-02,12572
Republican,20,2017-11-02,20761
Republican,20,2017-12-14,20751
Unaffiliated,20,2017-12-14,12893
Democratic,20,2017-12-14,12598
Libertarian,20,2017-12-14,414
Democratic,21,2014-12-22,11697
Unaffiliated,21,2014-12-22,14853
Republican,21,2014-12-22,20236
Libertarian,21,2014-12-22,487
Democratic,21,2015-06-11,11852
Unaffiliated,21,2015-06-11,15142
Republican,21,2015-06-11,20305
Libertarian,21,2015-06-11,505
Unaffiliated,21,2015-09-04,15395
Republican,21,2015-09-04,20415
Libertarian,21,2015-09-04,519
Democratic,21,2015-09-04,11998
Republican,21,2015-11-05,20535
Unaffiliated,21,2015-11-05,15574
Libertarian,21,2015-11-05,525
Democratic,21,2015-11-05,12081
Republican,21,2015-11-19,20538
Unaffiliated,21,2015-11-19,15586
Democratic,21,2015-11-19,12114
Libertarian,21,2015-11-19,524
Republican,21,2016-02-03,20595
Libertarian,21,2016-02-03,520
Democratic,21,2016-02-03,12171
Unaffiliated,21,2016-02-03,15541
Democratic,21,2016-04-21,13030
Libertarian,21,2016-04-21,517
Unaffiliated,21,2016-04-21,15367
Republican,21,2016-04-21,20686
Democratic,21,2016-06-02,13082
Libertarian,21,2016-06-02,521
Unaffiliated,21,2016-06-02,15434
Republican,21,2016-06-02,20729
Democratic,21,2016-08-02,13337
Republican,21,2016-08-02,21172
Libertarian,21,2016-08-02,541
Unaffiliated,21,2016-08-02,15603
Unaffiliated,21,2016-10-06,15166
Libertarian,21,2016-10-06,595
Republican,21,2016-10-06,21787
Democratic,21,2016-10-06,13987
Libertarian,21,2017-01-12,566
Republican,21,2017-01-12,21080
Unaffiliated,21,2017-01-12,14679
Democratic,21,2017-01-12,13415
Republican,21,2017-02-17,21136
Libertarian,21,2017-02-17,580
Democratic,21,2017-02-17,13463
Unaffiliated,21,2017-02-17,14779
Libertarian,21,2017-03-07,581
Republican,21,2017-03-07,21139
Democratic,21,2017-03-07,13461
Unaffiliated,21,2017-03-07,14810
Democratic,21,2017-04-03,13486
Libertarian,21,2017-04-03,583
Unaffiliated,21,2017-04-03,14853
Republican,21,2017-04-03,21155
Republican,21,2017-05-11,21170
Libertarian,21,2017-05-11,585
Unaffiliated,21,2017-05-11,14897
Democratic,21,2017-05-11,13496
Republican,21,2017-06-06,21191
Libertarian,21,2017-06-06,594
Democratic,21,2017-06-06,13533
Unaffiliated,21,2017-06-06,14939
Republican,21,2017-06-23,21177
Libertarian,21,2017-06-23,600
Democratic,21,2017-06-23,13546
Unaffiliated,21,2017-06-23,14967
Unaffiliated,21,2017-08-02,14994
Libertarian,21,2017-08-02,600
Republican,21,2017-08-02,21141
Democratic,21,2017-08-02,13487
Republican,21,2017-09-01,21181
Libertarian,21,2017-09-01,607
Democratic,21,2017-09-01,13574
Unaffiliated,21,2017-09-01,15146
Unaffiliated,21,2017-10-05,15213
Libertarian,21,2017-10-05,608
Republican,21,2017-10-05,21135
Democratic,21,2017-10-05,13621
Democratic,21,2017-11-02,13660
Unaffiliated,21,2017-11-02,15298
Libertarian,21,2017-11-02,613
Republican,21,2017-11-02,21234
Libertarian,21,2017-12-14,619
Republican,21,2017-12-14,21278
Unaffiliated,21,2017-12-14,15453
Democratic,21,2017-12-14,13751
Democratic,22,2014-12-22,8638
Libertarian,22,2014-12-22,404
Unaffiliated,22,2014-12-22,13597
Republican,22,2014-12-22,19299
Republican,22,2015-06-11,19241
Democratic,22,2015-06-11,8560
Unaffiliated,22,2015-06-11,13731
Libertarian,22,2015-06-11,414
Republican,22,2015-09-04,18209
Libertarian,22,2015-09-04,368
Unaffiliated,22,2015-09-04,12058
Democratic,22,2015-09-04,7699
Unaffiliated,22,2015-11-05,11882
Libertarian,22,2015-11-05,372
Republican,22,2015-11-05,18128
Democratic,22,2015-11-05,7760
Libertarian,22,2015-11-19,370
Republican,22,2015-11-19,18117
Democratic,22,2015-11-19,7768
Unaffiliated,22,2015-11-19,11876
Democratic,22,2016-02-03,7843
Unaffiliated,22,2016-02-03,11942
Republican,22,2016-02-03,18156
Libertarian,22,2016-02-03,370
Democratic,22,2016-04-21,8693
Libertarian,22,2016-04-21,381
Republican,22,2016-04-21,18314
Unaffiliated,22,2016-04-21,11896
Libertarian,22,2016-06-02,380
Republican,22,2016-06-02,18297
Unaffiliated,22,2016-06-02,11964
Democratic,22,2016-06-02,8692
Democratic,22,2016-08-02,8738
Libertarian,22,2016-08-02,393
Unaffiliated,22,2016-08-02,12101
Republican,22,2016-08-02,18459
Republican,22,2016-10-06,19163
Democratic,22,2016-10-06,9151
Unaffiliated,22,2016-10-06,12249
Libertarian,22,2016-10-06,426
Unaffiliated,22,2017-01-12,12213
Libertarian,22,2017-01-12,460
Democratic,22,2017-01-12,8981
Republican,22,2017-01-12,18990
Republican,22,2017-02-17,19028
Unaffiliated,22,2017-02-17,12304
Libertarian,22,2017-02-17,463
Democratic,22,2017-02-17,8988
Libertarian,22,2017-03-07,465
Democratic,22,2017-03-07,8954
Republican,22,2017-03-07,19003
Unaffiliated,22,2017-03-07,12307
Republican,22,2017-04-03,18953
Libertarian,22,2017-04-03,465
Democratic,22,2017-04-03,8936
Unaffiliated,22,2017-04-03,12319
Libertarian,22,2017-05-11,462
Republican,22,2017-05-11,18897
Democratic,22,2017-05-11,8927
Unaffiliated,22,2017-05-11,12332
Libertarian,22,2017-06-06,467
Republican,22,2017-06-06,18881
Democratic,22,2017-06-06,8921
Unaffiliated,22,2017-06-06,12370
Unaffiliated,22,2017-06-23,12393
Democratic,22,2017-06-23,8913
Republican,22,2017-06-23,18882
Libertarian,22,2017-06-23,467
Republican,22,2017-08-02,18837
Democratic,22,2017-08-02,8895
Unaffiliated,22,2017-08-02,12424
Libertarian,22,2017-08-02,470
Unaffiliated,22,2017-09-01,12462
Republican,22,2017-09-01,18811
Libertarian,22,2017-09-01,468
Democratic,22,2017-09-01,8875
Unaffiliated,22,2017-10-05,12529
Libertarian,22,2017-10-05,472
Democratic,22,2017-10-05,8881
Republican,22,2017-10-05,18885
Republican,22,2017-11-02,18918
Unaffiliated,22,2017-11-02,12590
Libertarian,22,2017-11-02,478
Democratic,22,2017-11-02,8907
Republican,22,2017-12-14,18926
Libertarian,22,2017-12-14,480
Democratic,22,2017-12-14,8929
Unaffiliated,22,2017-12-14,12676
Democratic,23,2014-12-22,9261
Libertarian,23,2014-12-22,422
Republican,23,2014-12-22,19927
Unaffiliated,23,2014-12-22,13656
Unaffiliated,23,2015-06-11,13943
Republican,23,2015-06-11,20029
Democratic,23,2015-06-11,9324
Libertarian,23,2015-06-11,440
Libertarian,23,2015-09-04,452
Democratic,23,2015-09-04,9423
Unaffiliated,23,2015-09-04,14089
Republican,23,2015-09-04,20114
Libertarian,23,2015-11-05,456
Republican,23,2015-11-05,20195
Democratic,23,2015-11-05,9512
Unaffiliated,23,2015-11-05,14235
Republican,23,2015-11-19,20204
Libertarian,23,2015-11-19,459
Unaffiliated,23,2015-11-19,14245
Democratic,23,2015-11-19,9523
Republican,23,2016-02-03,20230
Libertarian,23,2016-02-03,457
Unaffiliated,23,2016-02-03,14202
Democratic,23,2016-02-03,9574
Republican,23,2016-04-21,20325
Unaffiliated,23,2016-04-21,13992
Libertarian,23,2016-04-21,461
Democratic,23,2016-04-21,10072
Democratic,23,2016-06-02,10076
Unaffiliated,23,2016-06-02,13984
Republican,23,2016-06-02,20261
Libertarian,23,2016-06-02,459
Democratic,23,2016-08-02,10333
Unaffiliated,23,2016-08-02,14070
Libertarian,23,2016-08-02,481
Republican,23,2016-08-02,20432
Unaffiliated,23,2016-10-06,13997
Republican,23,2016-10-06,20887
Libertarian,23,2016-10-06,512
Democratic,23,2016-10-06,10667
Republican,23,2017-01-12,20161
Democratic,23,2017-01-12,10338
Unaffiliated,23,2017-01-12,13617
Libertarian,23,2017-01-12,521
Democratic,23,2017-02-17,10361
Libertarian,23,2017-02-17,525
Unaffiliated,23,2017-02-17,13715
Republican,23,2017-02-17,20203
Unaffiliated,23,2017-03-07,13727
Democratic,23,2017-03-07,10355
Libertarian,23,2017-03-07,531
Republican,23,2017-03-07,20196
Republican,23,2017-04-03,20213
Libertarian,23,2017-04-03,535
Unaffiliated,23,2017-04-03,13797
Democratic,23,2017-04-03,10395
Democratic,23,2017-05-11,10410
Unaffiliated,23,2017-05-11,13863
Libertarian,23,2017-05-11,541
Republican,23,2017-05-11,20216
Libertarian,23,2017-06-06,549
Unaffiliated,23,2017-06-06,13903
Republican,23,2017-06-06,20231
Democratic,23,2017-06-06,10433
Democratic,23,2017-06-23,10441
Republican,23,2017-06-23,20215
Unaffiliated,23,2017-06-23,13930
Libertarian,23,2017-06-23,553
Unaffiliated,23,2017-08-02,13919
Libertarian,23,2017-08-02,544
Democratic,23,2017-08-02,10420
Republican,23,2017-08-02,20134
Unaffiliated,23,2017-09-01,14016
Libertarian,23,2017-09-01,558
Republican,23,2017-09-01,20153
Democratic,23,2017-09-01,10436
Libertarian,23,2017-10-05,561
Democratic,23,2017-10-05,10446
Unaffiliated,23,2017-10-05,14094
Republican,23,2017-10-05,20137
Unaffiliated,23,2017-11-02,14147
Libertarian,23,2017-11-02,564
Republican,23,2017-11-02,20118
Democratic,23,2017-11-02,10510
Libertarian,23,2017-12-14,572
Democratic,23,2017-12-14,10536
Republican,23,2017-12-14,20147
Unaffiliated,23,2017-12-14,14215
Republican,24,2014-12-22,21724
Libertarian,24,2014-12-22,381
Democratic,24,2014-12-22,8194
Unaffiliated,24,2014-12-22,14477
Republican,24,2015-06-11,21060
Libertarian,24,2015-06-11,374
Unaffiliated,24,2015-06-11,14211
Democratic,24,2015-06-11,7827
Republican,24,2015-09-04,21003
Unaffiliated,24,2015-09-04,14392
Libertarian,24,2015-09-04,381
Democratic,24,2015-09-04,7803
Republican,24,2015-11-05,20966
Libertarian,24,2015-11-05,387
Democratic,24,2015-11-05,7819
Unaffiliated,24,2015-11-05,14487
Republican,24,2015-11-19,20958
Libertarian,24,2015-11-19,386
Democratic,24,2015-11-19,7818
Unaffiliated,24,2015-11-19,14504
Republican,24,2016-02-03,20870
Unaffiliated,24,2016-02-03,14382
Democratic,24,2016-02-03,7770
Libertarian,24,2016-02-03,383
Unaffiliated,24,2016-04-21,14417
Libertarian,24,2016-04-21,384
Republican,24,2016-04-21,20994
Democratic,24,2016-04-21,8016
Democratic,24,2016-06-02,7976
Libertarian,24,2016-06-02,385
Unaffiliated,24,2016-06-02,14450
Republican,24,2016-06-02,20945
Republican,24,2016-08-02,21120
Unaffiliated,24,2016-08-02,14531
Libertarian,24,2016-08-02,395
Democratic,24,2016-08-02,8031
Republican,24,2016-10-06,21800
Libertarian,24,2016-10-06,417
Unaffiliated,24,2016-10-06,14168
Democratic,24,2016-10-06,8236
Democratic,24,2017-01-12,8173
Republican,24,2017-01-12,21955
Libertarian,24,2017-01-12,448
Unaffiliated,24,2017-01-12,14547
Republican,24,2017-02-17,21950
Libertarian,24,2017-02-17,449
Unaffiliated,24,2017-02-17,14559
Democratic,24,2017-02-17,8179
Unaffiliated,24,2017-03-07,14571
Libertarian,24,2017-03-07,451
Republican,24,2017-03-07,21952
Democratic,24,2017-03-07,8168
Republican,24,2017-04-03,21930
Democratic,24,2017-04-03,8162
Libertarian,24,2017-04-03,453
Unaffiliated,24,2017-04-03,14612
Republican,24,2017-05-11,21833
Unaffiliated,24,2017-05-11,14487
Libertarian,24,2017-05-11,455
Democratic,24,2017-05-11,8102
Libertarian,24,2017-06-06,457
Republican,24,2017-06-06,21801
Unaffiliated,24,2017-06-06,14507
Democratic,24,2017-06-06,8082
Democratic,24,2017-06-23,8068
Republican,24,2017-06-23,21757
Unaffiliated,24,2017-06-23,14508
Libertarian,24,2017-06-23,457
Libertarian,24,2017-08-02,465
Republican,24,2017-08-02,21786
Unaffiliated,24,2017-08-02,14539
Democratic,24,2017-08-02,8036
Republican,24,2017-09-01,21794
Libertarian,24,2017-09-01,462
Democratic,24,2017-09-01,8043
Unaffiliated,24,2017-09-01,14549
Democratic,24,2017-10-05,8027
Republican,24,2017-10-05,21775
Libertarian,24,2017-10-05,457
Unaffiliated,24,2017-10-05,14605
Democratic,24,2017-11-02,8018
Republican,24,2017-11-02,21762
Libertarian,24,2017-11-02,459
Unaffiliated,24,2017-11-02,14637
Republican,24,2017-12-14,21719
Democratic,24,2017-12-14,7993
Libertarian,24,2017-12-14,469
Unaffiliated,24,2017-12-14,14742
Unaffiliated,25,2014-12-22,14132
Republican,25,2014-12-22,10850
Libertarian,25,2014-12-22,357
Democratic,25,2014-12-22,9711
Democratic,25,2015-06-11,9390
Libertarian,25,2015-06-11,355
Unaffiliated,25,2015-06-11,14067
Republican,25,2015-06-11,10557
Unaffiliated,25,2015-09-04,14222
Republican,25,2015-09-04,10508
Democratic,25,2015-09-04,9428
Libertarian,25,2015-09-04,359
Republican,25,2015-11-05,10436
Unaffiliated,25,2015-11-05,14062
Democratic,25,2015-11-05,9387
Libertarian,25,2015-11-05,343
Democratic,25,2015-11-19,9346
Republican,25,2015-11-19,10388
Libertarian,25,2015-11-19,344
Unaffiliated,25,2015-11-19,13893
Unaffiliated,25,2016-02-03,13909
Libertarian,25,2016-02-03,338
Democratic,25,2016-02-03,9344
Republican,25,2016-02-03,10336
Republican,25,2016-04-21,10363
Unaffiliated,25,2016-04-21,13745
Democratic,25,2016-04-21,10014
Libertarian,25,2016-04-21,331
Democratic,25,2016-06-02,10010
Unaffiliated,25,2016-06-02,13809
Libertarian,25,2016-06-02,331
Republican,25,2016-06-02,10374
Libertarian,25,2016-08-02,346
Republican,25,2016-08-02,10513
Democratic,25,2016-08-02,10229
Unaffiliated,25,2016-08-02,14138
Republican,25,2016-10-06,10736
Democratic,25,2016-10-06,10440
Unaffiliated,25,2016-10-06,14026
Libertarian,25,2016-10-06,367
Republican,25,2017-01-12,10747
Democratic,25,2017-01-12,10480
Libertarian,25,2017-01-12,393
Unaffiliated,25,2017-01-12,14457
Republican,25,2017-02-17,10737
Unaffiliated,25,2017-02-17,14516
Democratic,25,2017-02-17,10421
Libertarian,25,2017-02-17,394
Republican,25,2017-03-07,10731
Unaffiliated,25,2017-03-07,14544
Libertarian,25,2017-03-07,394
Democratic,25,2017-03-07,10408
Republican,25,2017-04-03,10705
Libertarian,25,2017-04-03,394
Unaffiliated,25,2017-04-03,14557
Democratic,25,2017-04-03,10389
Libertarian,25,2017-05-11,396
Democratic,25,2017-05-11,10381
Republican,25,2017-05-11,10697
Unaffiliated,25,2017-05-11,14632
Republican,25,2017-06-06,10693
Libertarian,25,2017-06-06,393
Unaffiliated,25,2017-06-06,14649
Democratic,25,2017-06-06,10359
Republican,25,2017-06-23,10685
Unaffiliated,25,2017-06-23,14676
Libertarian,25,2017-06-23,395
Democratic,25,2017-06-23,10376
Democratic,25,2017-08-02,10332
Republican,25,2017-08-02,10637
Unaffiliated,25,2017-08-02,14671
Libertarian,25,2017-08-02,390
Democratic,25,2017-09-01,10085
Libertarian,25,2017-09-01,369
Unaffiliated,25,2017-09-01,14221
Republican,25,2017-09-01,10426
Democratic,25,2017-10-05,10042
Republican,25,2017-10-05,10400
Libertarian,25,2017-10-05,371
Unaffiliated,25,2017-10-05,14241
Unaffiliated,25,2017-11-02,14259
Libertarian,25,2017-11-02,367
Republican,25,2017-11-02,10381
Democratic,25,2017-11-02,10039
Democratic,25,2017-12-14,10037
Libertarian,25,2017-12-14,366
Unaffiliated,25,2017-12-14,14330
Republican,25,2017-12-14,10343
Democratic,26,2014-12-22,7575
Libertarian,26,2014-12-22,310
Republican,26,2014-12-22,19137
Unaffiliated,26,2014-12-22,15312
Libertarian,26,2015-06-11,321
Unaffiliated,26,2015-06-11,15323
Democratic,26,2015-06-11,7420
Republican,26,2015-06-11,18859
Unaffiliated,26,2015-09-04,15566
Republican,26,2015-09-04,18871
Libertarian,26,2015-09-04,321
Democratic,26,2015-09-04,7433
Republican,26,2015-11-05,18866
Unaffiliated,26,2015-11-05,15471
Democratic,26,2015-11-05,7363
Libertarian,26,2015-11-05,324
Libertarian,26,2015-11-19,319
Unaffiliated,26,2015-11-19,15340
Republican,26,2015-11-19,18817
Democratic,26,2015-11-19,7333
Republican,26,2016-02-03,18818
Democratic,26,2016-02-03,7350
Unaffiliated,26,2016-02-03,15434
Libertarian,26,2016-02-03,313
Democratic,26,2016-04-21,7694
Unaffiliated,26,2016-04-21,15414
Libertarian,26,2016-04-21,305
Republican,26,2016-04-21,19007
Democratic,26,2016-06-02,7690
Unaffiliated,26,2016-06-02,15513
Libertarian,26,2016-06-02,311
Republican,26,2016-06-02,19079
Republican,26,2016-08-02,19304
Unaffiliated,26,2016-08-02,15729
Democratic,26,2016-08-02,7802
Libertarian,26,2016-08-02,326
Democratic,26,2016-10-06,8028
Unaffiliated,26,2016-10-06,15489
Republican,26,2016-10-06,19892
Libertarian,26,2016-10-06,345
Libertarian,26,2017-01-12,374
Republican,26,2017-01-12,20082
Democratic,26,2017-01-12,7959
Unaffiliated,26,2017-01-12,16040
Democratic,26,2017-02-17,7916
Unaffiliated,26,2017-02-17,16106
Republican,26,2017-02-17,20076
Libertarian,26,2017-02-17,375
Unaffiliated,26,2017-03-07,16149
Democratic,26,2017-03-07,7911
Republican,26,2017-03-07,20083
Libertarian,26,2017-03-07,373
Libertarian,26,2017-04-03,375
Unaffiliated,26,2017-04-03,16176
Republican,26,2017-04-03,20087
Democratic,26,2017-04-03,7890
Libertarian,26,2017-05-11,373
Republican,26,2017-05-11,20064
Democratic,26,2017-05-11,7858
Unaffiliated,26,2017-05-11,16322
Libertarian,26,2017-06-06,375
Unaffiliated,26,2017-06-06,16355
Democratic,26,2017-06-06,7838
Republican,26,2017-06-06,20061
Unaffiliated,26,2017-06-23,16376
Republican,26,2017-06-23,20004
Democratic,26,2017-06-23,7833
Libertarian,26,2017-06-23,374
Democratic,26,2017-08-02,7824
Unaffiliated,26,2017-08-02,16468
Republican,26,2017-08-02,19988
Libertarian,26,2017-08-02,376
Unaffiliated,26,2017-09-01,16099
Republican,26,2017-09-01,19683
Democratic,26,2017-09-01,7682
Libertarian,26,2017-09-01,360
Libertarian,26,2017-10-05,364
Unaffiliated,26,2017-10-05,16186
Democratic,26,2017-10-05,7699
Republican,26,2017-10-05,19713
Unaffiliated,26,2017-11-02,16217
Republican,26,2017-11-02,19718
Libertarian,26,2017-11-02,369
Democratic,26,2017-11-02,7687
Democratic,26,2017-12-14,7680
Libertarian,26,2017-12-14,367
Republican,26,2017-12-14,19749
Unaffiliated,26,2017-12-14,16327
Unaffiliated,27,2014-12-22,14873
Republican,27,2014-12-22,23764
Democratic,27,2014-12-22,7895
Libertarian,27,2014-12-22,307
Unaffiliated,27,2015-06-11,14766
Republican,27,2015-06-11,23341
Democratic,27,2015-06-11,7685
Libertarian,27,2015-06-11,303
Democratic,27,2015-09-04,7680
Libertarian,27,2015-09-04,306
Unaffiliated,27,2015-09-04,14974
Republican,27,2015-09-04,23288
Unaffiliated,27,2015-11-05,14936
Republican,27,2015-11-05,23223
Democratic,27,2015-11-05,7733
Libertarian,27,2015-11-05,304
Democratic,27,2015-11-19,7716
Libertarian,27,2015-11-19,302
Republican,27,2015-11-19,23180
Unaffiliated,27,2015-11-19,14810
Republican,27,2016-02-03,23215
Unaffiliated,27,2016-02-03,14874
Libertarian,27,2016-02-03,302
Democratic,27,2016-02-03,7744
Libertarian,27,2016-04-21,294
Unaffiliated,27,2016-04-21,14826
Republican,27,2016-04-21,23313
Democratic,27,2016-04-21,8281
Democratic,27,2016-06-02,8289
Libertarian,27,2016-06-02,296
Unaffiliated,27,2016-06-02,14875
Republican,27,2016-06-02,23322
Unaffiliated,27,2016-08-02,15082
Republican,27,2016-08-02,23603
Democratic,27,2016-08-02,8413
Libertarian,27,2016-08-02,302
Democratic,27,2016-10-06,8684
Libertarian,27,2016-10-06,329
Republican,27,2016-10-06,24267
Unaffiliated,27,2016-10-06,14802
Libertarian,27,2017-01-12,357
Democratic,27,2017-01-12,8710
Republican,27,2017-01-12,24471
Unaffiliated,27,2017-01-12,15324
Republican,27,2017-02-17,24444
Libertarian,27,2017-02-17,358
Unaffiliated,27,2017-02-17,15435
Democratic,27,2017-02-17,8724
Republican,27,2017-03-07,24433
Unaffiliated,27,2017-03-07,15455
Libertarian,27,2017-03-07,357
Democratic,27,2017-03-07,8719
Republican,27,2017-04-03,24435
Unaffiliated,27,2017-04-03,15456
Libertarian,27,2017-04-03,358
Democratic,27,2017-04-03,8707
Republican,27,2017-05-11,24422
Unaffiliated,27,2017-05-11,15557
Democratic,27,2017-05-11,8710
Libertarian,27,2017-05-11,364
Democratic,27,2017-06-06,8712
Republican,27,2017-06-06,24432
Libertarian,27,2017-06-06,367
Unaffiliated,27,2017-06-06,15589
Republican,27,2017-06-23,24441
Unaffiliated,27,2017-06-23,15597
Libertarian,27,2017-06-23,367
Democratic,27,2017-06-23,8695
Republican,27,2017-08-02,24411
Democratic,27,2017-08-02,8705
Libertarian,27,2017-08-02,367
Unaffiliated,27,2017-08-02,15662
Unaffiliated,27,2017-09-01,15278
Democratic,27,2017-09-01,8543
Libertarian,27,2017-09-01,359
Republican,27,2017-09-01,24035
Republican,27,2017-10-05,24033
Unaffiliated,27,2017-10-05,15383
Democratic,27,2017-10-05,8575
Libertarian,27,2017-10-05,359
Unaffiliated,27,2017-11-02,15407
Republican,27,2017-11-02,24024
Democratic,27,2017-11-02,8561
Libertarian,27,2017-11-02,359
Unaffiliated,27,2017-12-14,15469
Democratic,27,2017-12-14,8563
Republican,27,2017-12-14,24034
Libertarian,27,2017-12-14,357
Unaffiliated,28,2014-12-22,13942
Libertarian,28,2014-12-22,297
Democratic,28,2014-12-22,8567
Republican,28,2014-12-22,10594
Republican,28,2015-06-11,10386
Unaffiliated,28,2015-06-11,13881
Libertarian,28,2015-06-11,298
Democratic,28,2015-06-11,8291
Libertarian,28,2015-09-04,293
Democratic,28,2015-09-04,8265
Unaffiliated,28,2015-09-04,14029
Republican,28,2015-09-04,10367
Republican,28,2015-11-05,10268
Libertarian,28,2015-11-05,282
Unaffiliated,28,2015-11-05,13830
Democratic,28,2015-11-05,8223
Republican,28,2015-11-19,10235
Unaffiliated,28,2015-11-19,13643
Democratic,28,2015-11-19,8182
Libertarian,28,2015-11-19,271
